아이디,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위
18037,2,5,1,경험형,여행 편의성,가족형,1,서울 단기형,366.133333333333,3.0,도시 소비형
18038,2,4,4,경험형,여행 편의성,가족형,1,서울 심층형,264.792857142857,7.0,도시 소비형
18039,2,5,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,558.333333333333,3.0,특수 목적
18040,1,6,4,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,326.066666666667,3.0,특수 목적
18045,1,4,3,경험형,가성비,혼자형,3,서울 심층형,279.0,26.0,특수 목적
18049,2,2,1,콘텐츠 및 문화,여행 편의성,혼자형,4,수도권/지방형(탐험가형),292.02,10.0,"역사, 전통, 자연"
18052,2,4,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,409.2,5.0,"역사, 전통, 자연"
18056,1,2,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,252.428571428571,7.0,"역사, 전통, 자연"
18058,2,5,3,경험형,여행 편의성,가족형,1,서울 심층형,500.0,6.0,경험형
18066,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 단기형,351.994,5.0,"역사, 전통, 자연"
18067,2,3,1,경험형,안전 및 퀄리티,단체형,2,서울 단기형,291.46,5.0,"역사, 전통, 자연"
18068,2,2,1,가성비 및 접근성,여행 편의성,직장형,2,수도권/지방형(탐험가형),342.5,2.0,특수 목적
18069,2,2,1,경험형,안전 및 퀄리티,기타형,2,서울 단기형,373.666666666667,3.0,도시 소비형
18070,2,5,1,콘텐츠 및 문화,여행 편의성,친구형,2,서울 단기형,248.862,5.0,"역사, 전통, 자연"
18072,1,4,1,경험형,안전 및 퀄리티,가족형,2,서울 단기형,168.15,5.0,"역사, 전통, 자연"
18074,1,3,1,경험형,여행 편의성,가족형,2,서울 심층형,257.83,10.0,"역사, 전통, 자연"
18075,1,4,2,콘텐츠 및 문화,여행 편의성,복합형(가족+친구),2,수도권/지방형(탐험가형),790.305,4.0,경험형
18076,1,4,4,콘텐츠 및 문화,여행 편의성,친구형,2,서울 심층형,153.5,13.0,"역사, 전통, 자연"
18077,2,5,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,89.68,6.0,특수 목적
18082,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,428.709166666667,12.0,"역사, 전통, 자연"
18083,2,3,1,경험형,여행 편의성,가족형,2,서울 심층형,239.146666666667,9.0,"역사, 전통, 자연"
18084,1,2,1,경험형,가성비,기타형,2,서울 단기형,192.812,5.0,도시 소비형
18086,1,3,2,콘텐츠 및 문화,가성비,가족형,1,서울 단기형,197.3812,5.0,도시 소비형
18089,2,2,2,경험형,가성비,혼자형,3,서울 심층형,218.3792,10.0,"역사, 전통, 자연"
18098,2,2,1,경험형,여행 편의성,직장형,1,서울 단기형,277.0,2.0,"역사, 전통, 자연"
18100,2,4,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),233.32,5.0,도시 소비형
18104,1,5,1,콘텐츠 및 문화,여행 편의성,혼자형,6,서울 심층형,211.637736842105,19.0,"역사, 전통, 자연"
18106,1,2,2,기타,여행 편의성,가족형,1,서울 단기형,533.333333333333,5.0,도시 소비형
18107,2,2,2,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,107.439766666667,30.0,"역사, 전통, 자연"
18110,1,2,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,286.375,4.0,경험형
18111,2,3,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,384.44,5.0,특수 목적
18121,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,357.666666666667,3.0,특수 목적
18122,1,2,1,경험형,여행 편의성,복합형(가족+친구),4,서울 심층형,182.232642857143,14.0,"역사, 전통, 자연"
18124,2,2,1,경험형,안전 및 퀄리티,친구형,1,서울 단기형,406.0,3.0,"역사, 전통, 자연"
18126,2,2,4,경험형,안전 및 퀄리티,단체형,3,서울 심층형,309.75,6.0,"역사, 전통, 자연"
18129,2,4,1,콘텐츠 및 문화,여행 편의성,단체형,3,서울 심층형,232.3125,8.0,도시 소비형
18130,1,4,1,가성비 및 접근성,가성비,단체형,2,서울 단기형,441.0,5.0,"역사, 전통, 자연"
18131,2,3,2,경험형,가성비,기타형,4,서울 심층형,204.435,10.0,특수 목적
18132,2,1,1,가성비 및 접근성,가성비,가족형,2,서울 단기형,252.0,5.0,"역사, 전통, 자연"
18134,2,2,4,경험형,여행 편의성,가족형,2,서울 심층형,550.116,10.0,도시 소비형
18136,2,3,4,가성비 및 접근성,안전 및 퀄리티,혼자형,1,서울 단기형,549.2,4.0,경험형
18154,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,112.903225806452,31.0,경험형
18157,1,3,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,142.857142857143,7.0,도시 소비형
18158,2,3,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,823.8,5.0,도시 소비형
18159,2,2,3,경험형,여행 편의성,가족형,1,서울 심층형,714.285714285714,7.0,"역사, 전통, 자연"
18164,2,4,4,경험형,여행 편의성,친구형,2,서울 단기형,377.575,4.0,도시 소비형
18167,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 단기형,274.6,5.0,도시 소비형
18171,1,5,1,경험형,여행 편의성,가족형,1,서울 심층형,199.481,10.0,"역사, 전통, 자연"
18175,2,3,4,가성비 및 접근성,여행 편의성,혼자형,1,서울 심층형,354.0,7.0,경험형
18182,2,5,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,411.9,5.0,도시 소비형
18185,2,2,2,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,411.9,5.0,경험형
18186,1,3,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,549.2,5.0,"역사, 전통, 자연"
18187,1,3,1,경험형,안전 및 퀄리티,혼자형,3,서울 심층형,258.3315,12.0,"역사, 전통, 자연"
18189,2,3,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,1666.66666666667,3.0,"역사, 전통, 자연"
18191,1,2,3,경험형,여행 편의성,혼자형,2,서울 심층형,98.0714285714286,28.0,도시 소비형
18196,2,4,4,경험형,안전 및 퀄리티,가족형,2,서울 심층형,224.3475,14.0,도시 소비형
18200,2,3,4,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,201.78,7.0,도시 소비형
18201,2,1,1,콘텐츠 및 문화,여행 편의성,단체형,2,서울 심층형,175.4424,10.0,경험형
18205,2,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,238.902,5.0,도시 소비형
18207,2,3,2,경험형,여행 편의성,가족형,3,서울 심층형,322.7,9.0,도시 소비형
18210,1,4,2,경험형,가성비,가족형,1,서울 심층형,138.922875,8.0,"역사, 전통, 자연"
18211,1,4,1,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 단기형,232.90625,4.0,도시 소비형
18215,2,5,2,기타,안전 및 퀄리티,가족형,1,서울 단기형,335.0,3.0,도시 소비형
18217,1,4,2,가성비 및 접근성,안전 및 퀄리티,복합형(가족+친구),1,서울 단기형,539.7,5.0,"역사, 전통, 자연"
18218,2,2,4,경험형,가성비,친구형,1,서울 단기형,257.95,3.0,경험형
18219,2,4,4,경험형,가성비,친구형,1,서울 단기형,293.125,4.0,특수 목적
18220,2,2,2,기타,가성비,단체형,1,서울 단기형,335.0,3.0,도시 소비형
18221,2,2,2,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,242.8086,5.0,도시 소비형
18223,1,5,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,335.0,3.0,도시 소비형
18224,2,3,3,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 단기형,304.5,4.0,"역사, 전통, 자연"
18226,2,3,1,콘텐츠 및 문화,가성비,직장형,1,서울 단기형,452.884,5.0,"역사, 전통, 자연"
18227,2,4,3,기타,가성비,가족형,1,서울 단기형,580.666666666667,3.0,도시 소비형
18228,2,3,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,362.5,4.0,도시 소비형
18230,2,5,2,경험형,가성비,복합형(가족+친구),1,서울 심층형,384.342857142857,7.0,도시 소비형
18231,2,2,1,경험형,여행 편의성,친구형,1,서울 단기형,139.004,5.0,도시 소비형
18232,2,2,1,경험형,여행 편의성,가족형,2,서울 심층형,228.833333333333,6.0,"역사, 전통, 자연"
18238,2,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,572.083333333333,6.0,경험형
18241,1,5,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,서울 단기형,224.2,5.0,특수 목적
18242,1,4,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,778.033333333333,3.0,도시 소비형
18247,2,2,3,가성비 및 접근성,가성비,가족형,2,서울 심층형,186.428571428571,7.0,도시 소비형
18249,1,1,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,151.6536,5.0,"역사, 전통, 자연"
18250,2,5,4,경험형,여행 편의성,가족형,3,서울 심층형,132.75,14.0,도시 소비형
18253,2,4,2,기타,가성비,가족형,1,서울 단기형,301.5,3.0,특수 목적
18254,1,2,1,가성비 및 접근성,가성비,혼자형,1,서울 단기형,605.285,2.0,경험형
18256,2,2,2,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,195.7125,4.0,경험형
18257,2,5,2,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 심층형,283.42125,8.0,도시 소비형
18260,2,6,4,경험형,여행 편의성,가족형,1,서울 단기형,491.333333333333,3.0,도시 소비형
18261,1,3,4,경험형,여행 편의성,가족형,2,서울 심층형,144.55,12.0,경험형
18262,2,2,3,경험형,안전 및 퀄리티,가족형,2,서울 심층형,202.88625,12.0,"역사, 전통, 자연"
18263,1,3,3,경험형,가성비,가족형,1,서울 단기형,743.4,4.0,도시 소비형
18265,1,2,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,466.64,5.0,"역사, 전통, 자연"
18266,2,5,3,경험형,가성비,복합형(가족+친구),1,서울 심층형,244.26,7.0,"역사, 전통, 자연"
18271,1,5,2,가성비 및 접근성,여행 편의성,단체형,3,서울 심층형,112.636363636364,11.0,"역사, 전통, 자연"
18273,2,4,4,경험형,여행 편의성,복합형(가족+친구),1,서울 단기형,732.25,4.0,특수 목적
18274,1,4,3,경험형,여행 편의성,친구형,1,서울 단기형,391.5,4.0,도시 소비형
18276,1,3,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,서울 단기형,478.92,5.0,경험형
18281,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,169.12375,8.0,경험형
18284,1,4,4,경험형,여행 편의성,가족형,1,서울 단기형,594.966666666667,3.0,도시 소비형
18285,1,3,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,290.0,5.0,특수 목적
18288,2,3,4,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,1510.3,5.0,도시 소비형
18290,2,4,1,경험형,여행 편의성,혼자형,2,서울 심층형,712.1,10.0,특수 목적
18291,1,5,1,경험형,여행 편의성,혼자형,1,서울 심층형,156.503333333333,6.0,도시 소비형
18292,1,3,1,경험형,여행 편의성,가족형,4,서울 심층형,81.5947916666666,24.0,도시 소비형
18295,2,2,4,기타,여행 편의성,가족형,1,서울 단기형,513.666666666667,3.0,도시 소비형
18297,2,2,1,경험형,여행 편의성,친구형,1,서울 단기형,156.0,5.0,도시 소비형
18299,2,4,4,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,서울 단기형,239.01,5.0,도시 소비형
18301,2,6,4,기타,안전 및 퀄리티,가족형,1,서울 단기형,615.22,3.0,"역사, 전통, 자연"
18302,2,5,4,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,257.0,6.0,도시 소비형
18303,1,3,1,경험형,안전 및 퀄리티,가족형,1,서울 심층형,383.009142857143,7.0,"역사, 전통, 자연"
18304,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,179.9,6.0,경험형
18305,1,2,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,174.983333333333,21.0,"역사, 전통, 자연"
18306,2,3,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,122.8,6.0,도시 소비형
18309,1,6,1,경험형,여행 편의성,단체형,1,서울 단기형,245.6,5.0,도시 소비형
18314,1,3,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,173.684210526316,19.0,"역사, 전통, 자연"
18315,2,2,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,958.333333333333,6.0,도시 소비형
18316,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,241.955555555556,9.0,"역사, 전통, 자연"
18323,2,4,1,경험형,여행 편의성,가족형,1,서울 심층형,1687.5,10.0,"역사, 전통, 자연"
18326,1,2,1,콘텐츠 및 문화,여행 편의성,혼자형,4,서울 심층형,187.746823529412,17.0,"역사, 전통, 자연"
18328,1,3,4,경험형,여행 편의성,친구형,1,서울 단기형,229.475,4.0,경험형
18329,2,2,1,가성비 및 접근성,여행 편의성,가족형,1,서울 심층형,436.666666666667,6.0,경험형
18330,1,3,1,경험형,가성비,가족형,1,서울 단기형,464.0,5.0,특수 목적
18331,2,2,2,콘텐츠 및 문화,안전 및 퀄리티,혼자형,3,수도권/지방형(탐험가형),93.0,26.0,경험형
18335,1,3,1,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,428.571428571429,7.0,"역사, 전통, 자연"
18337,2,2,1,경험형,여행 편의성,혼자형,1,서울 단기형,514.875,4.0,도시 소비형
18338,2,2,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,243.7075,4.0,특수 목적
18340,1,2,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,247.14,4.0,도시 소비형
18342,1,2,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,220.2625,4.0,경험형
18343,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,274.7,4.0,특수 목적
18344,2,1,2,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,323.833333333333,3.0,경험형
18345,2,2,4,콘텐츠 및 문화,가성비,혼자형,1,서울 단기형,290.333333333333,3.0,경험형
18346,2,2,3,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,201.0,4.0,도시 소비형
18348,2,4,4,가성비 및 접근성,가성비,가족형,1,서울 단기형,240.275,4.0,경험형
18349,1,3,1,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,553.8682,5.0,도시 소비형
18351,2,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,341.7,3.0,특수 목적
18352,2,3,4,가성비 및 접근성,안전 및 퀄리티,혼자형,1,서울 단기형,385.25,4.0,도시 소비형
18353,2,3,3,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,473.466666666667,3.0,경험형
18355,2,2,4,경험형,가성비,친구형,1,서울 단기형,513.666666666667,3.0,도시 소비형
18356,1,4,2,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,서울 단기형,720.825,4.0,도시 소비형
18359,1,5,1,경험형,여행 편의성,가족형,2,서울 심층형,150.0,6.0,"역사, 전통, 자연"
18368,2,2,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,411.9,4.0,경험형
18370,1,5,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,549.2,3.0,도시 소비형
18371,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,321.25,4.0,"역사, 전통, 자연"
18372,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,131.2375,16.0,경험형
18373,1,4,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,337.125,4.0,도시 소비형
18380,1,6,4,경험형,안전 및 퀄리티,가족형,1,서울 심층형,358.166666666667,6.0,"역사, 전통, 자연"
18381,2,6,2,콘텐츠 및 문화,가성비,가족형,2,서울 심층형,262.475,7.0,"역사, 전통, 자연"
18382,2,4,3,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,140.279166666667,6.0,도시 소비형
18384,2,2,1,경험형,안전 및 퀄리티,가족형,5,서울 심층형,103.174909090909,11.0,도시 소비형
18386,1,3,2,경험형,여행 편의성,단체형,1,서울 단기형,85.196,5.0,특수 목적
18387,2,6,4,가성비 및 접근성,안전 및 퀄리티,친구형,4,서울 심층형,220.997142857143,7.0,"역사, 전통, 자연"
18388,2,4,2,경험형,안전 및 퀄리티,가족형,2,서울 단기형,197.296,5.0,"역사, 전통, 자연"
18389,2,5,1,경험형,가성비,복합형(가족+친구),1,서울 단기형,193.41,5.0,도시 소비형
18392,2,5,2,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,1687.5,4.0,도시 소비형
18393,2,5,3,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,276.275,5.0,도시 소비형
18395,2,4,3,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,625.0,4.0,도시 소비형
18398,2,2,1,경험형,안전 및 퀄리티,단체형,3,서울 단기형,381.14,5.0,경험형
18399,2,2,3,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,307.0,6.0,경험형
18402,2,2,3,가성비 및 접근성,가성비,친구형,1,서울 단기형,816.666666666667,3.0,"역사, 전통, 자연"
18403,2,2,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,307.0,3.0,도시 소비형
18404,1,2,1,경험형,여행 편의성,친구형,2,수도권/지방형(탐험가형),1012.48,2.0,도시 소비형
18406,1,2,2,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,276.3,4.0,도시 소비형
18408,2,3,2,경험형,여행 편의성,혼자형,1,서울 심층형,367.465,10.0,특수 목적
18415,2,2,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,1180.78,5.0,특수 목적
18418,1,4,1,경험형,여행 편의성,혼자형,3,서울 심층형,345.163636363636,11.0,"역사, 전통, 자연"
18426,1,3,3,경험형,안전 및 퀄리티,혼자형,1,수도권/지방형(탐험가형),316.4,2.0,"역사, 전통, 자연"
18427,1,5,1,경험형,가성비,친구형,2,서울 단기형,208.152,5.0,경험형
18429,2,3,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,274.6,5.0,도시 소비형
18431,1,5,1,경험형,여행 편의성,가족형,2,서울 심층형,287.777777777778,9.0,"역사, 전통, 자연"
18434,1,5,1,경험형,여행 편의성,가족형,3,서울 단기형,316.6884,5.0,"역사, 전통, 자연"
18435,2,2,2,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,417.2906,5.0,경험형
18437,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,305.0,10.0,도시 소비형
18441,2,2,2,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,215.0,6.0,"역사, 전통, 자연"
18443,2,5,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,324.6095,4.0,경험형
18447,2,5,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,452.4,5.0,도시 소비형
18455,1,4,1,경험형,여행 편의성,혼자형,1,서울 심층형,221.433454545455,11.0,"역사, 전통, 자연"
18457,2,2,1,경험형,여행 편의성,친구형,3,서울 심층형,114.8328125,16.0,특수 목적
18458,2,2,1,경험형,여행 편의성,가족형,2,서울 심층형,117.37882,10.0,"역사, 전통, 자연"
18463,2,4,1,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),230.0,6.0,도시 소비형
18464,1,4,1,콘텐츠 및 문화,여행 편의성,친구형,2,수도권/지방형(탐험가형),343.25,6.0,도시 소비형
18468,2,2,1,경험형,여행 편의성,친구형,2,서울 심층형,268.307777777778,9.0,경험형
18470,2,2,1,경험형,안전 및 퀄리티,친구형,1,서울 심층형,171.1337,10.0,"역사, 전통, 자연"
18471,2,3,3,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 심층형,353.148181818182,11.0,도시 소비형
18478,1,5,2,경험형,가성비,친구형,1,서울 단기형,261.0,5.0,도시 소비형
18484,2,3,4,가성비 및 접근성,여행 편의성,혼자형,2,수도권/지방형(탐험가형),348.0,5.0,"역사, 전통, 자연"
18485,2,3,2,가성비 및 접근성,안전 및 퀄리티,친구형,2,서울 단기형,435.0,4.0,도시 소비형
18489,2,5,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,172.1475,8.0,경험형
18490,2,6,1,콘텐츠 및 문화,가성비,가족형,1,서울 단기형,257.0,5.0,도시 소비형
18491,2,1,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,411.2,5.0,특수 목적
18495,1,3,4,경험형,여행 편의성,혼자형,1,서울 심층형,632.8,10.0,"역사, 전통, 자연"
18497,2,2,1,경험형,안전 및 퀄리티,친구형,1,서울 심층형,311.666666666667,6.0,"역사, 전통, 자연"
18498,1,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,435.0,4.0,특수 목적
18502,2,2,1,경험형,여행 편의성,가족형,2,수도권/지방형(탐험가형),161.175,8.0,도시 소비형
18503,2,2,2,콘텐츠 및 문화,가성비,친구형,2,서울 단기형,398.75,4.0,도시 소비형
18504,2,5,4,콘텐츠 및 문화,여행 편의성,가족형,1,서울 단기형,243.7125,4.0,경험형
18505,1,3,1,경험형,가성비,가족형,4,서울 심층형,280.626666666667,9.0,"역사, 전통, 자연"
18506,1,5,1,콘텐츠 및 문화,가성비,가족형,2,서울 단기형,176.525,3.0,"역사, 전통, 자연"
18509,1,4,2,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,346.95,5.0,도시 소비형
18510,2,2,3,경험형,여행 편의성,친구형,1,서울 단기형,385.5,5.0,특수 목적
18513,2,4,4,경험형,여행 편의성,친구형,1,서울 심층형,293.714285714286,7.0,도시 소비형
18516,2,3,4,경험형,여행 편의성,혼자형,1,서울 심층형,323.8,15.0,특수 목적
18517,2,6,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 심층형,276.75,8.0,도시 소비형
18520,1,6,1,기타,안전 및 퀄리티,단체형,3,서울 심층형,140.342857142857,7.0,"역사, 전통, 자연"
18523,2,4,2,경험형,안전 및 퀄리티,가족형,1,서울 심층형,182.142857142857,7.0,도시 소비형
18525,1,4,2,경험형,안전 및 퀄리티,가족형,1,서울 심층형,218.571428571429,7.0,도시 소비형
18526,2,4,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 심층형,28.5855545454545,11.0,경험형
18527,2,2,2,경험형,여행 편의성,가족형,1,서울 단기형,300.0,5.0,"역사, 전통, 자연"
18529,2,5,1,경험형,여행 편의성,가족형,1,서울 심층형,168.85,6.0,"역사, 전통, 자연"
18531,2,3,4,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,950.0,6.0,특수 목적
18532,1,2,1,경험형,여행 편의성,혼자형,3,서울 심층형,107.272727272727,11.0,경험형
18535,1,4,4,콘텐츠 및 문화,가성비,혼자형,1,서울 심층형,1098.4,6.0,도시 소비형
18537,2,2,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,290.333333333333,3.0,경험형
18538,2,2,3,경험형,여행 편의성,혼자형,1,서울 단기형,516.666666666667,3.0,경험형
18539,2,2,1,경험형,여행 편의성,가족형,2,서울 심층형,129.232962962963,9.0,도시 소비형
18542,2,5,4,경험형,가성비,친구형,1,서울 단기형,245.666666666667,3.0,도시 소비형
18543,2,2,1,가성비 및 접근성,가성비,친구형,1,서울 단기형,236.733333333333,3.0,도시 소비형
18544,2,5,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,686.5,3.0,경험형
18545,1,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,184.25,4.0,경험형
18546,2,4,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,서울 단기형,921.0,4.0,도시 소비형
18548,2,2,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,290.16,5.0,도시 소비형
18550,2,5,1,경험형,여행 편의성,혼자형,1,수도권/지방형(탐험가형),108.12375,8.0,도시 소비형
18552,2,2,1,콘텐츠 및 문화,가성비,친구형,1,서울 단기형,190.32,5.0,경험형
18553,2,2,3,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,335.714285714286,7.0,"역사, 전통, 자연"
18555,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,238.095238095238,14.0,"역사, 전통, 자연"
18556,2,3,4,경험형,여행 편의성,혼자형,2,수도권/지방형(탐험가형),411.9,5.0,특수 목적
18560,1,2,1,콘텐츠 및 문화,여행 편의성,혼자형,2,수도권/지방형(탐험가형),253.636363636364,11.0,"역사, 전통, 자연"
18561,2,2,1,가성비 및 접근성,여행 편의성,혼자형,1,서울 단기형,205.95,2.0,도시 소비형
18562,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,262.5,8.0,도시 소비형
18564,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,293.578666666667,6.0,"역사, 전통, 자연"
18566,1,4,4,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,625.0,4.0,"역사, 전통, 자연"
18568,2,4,4,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,1373.0,3.0,경험형
18570,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,140.25,4.0,특수 목적
18572,1,2,3,경험형,여행 편의성,혼자형,3,서울 심층형,262.5,8.0,특수 목적
18574,2,2,1,경험형,안전 및 퀄리티,친구형,2,서울 단기형,589.7696,5.0,도시 소비형
18580,2,3,1,경험형,여행 편의성,가족형,2,서울 단기형,336.6,5.0,"역사, 전통, 자연"
18585,2,4,2,경험형,여행 편의성,혼자형,1,서울 심층형,130.055354545455,11.0,경험형
18589,2,6,4,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,187.27,5.0,도시 소비형
18591,2,3,1,콘텐츠 및 문화,여행 편의성,가족형,2,서울 심층형,242.25,6.0,도시 소비형
18592,2,2,3,가성비 및 접근성,가성비,가족형,1,서울 단기형,346.95,5.0,도시 소비형
18593,1,2,1,경험형,안전 및 퀄리티,친구형,2,서울 심층형,212.5,8.0,"역사, 전통, 자연"
18594,1,3,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,237.916666666667,6.0,"역사, 전통, 자연"
18595,2,2,1,경험형,가성비,가족형,2,서울 단기형,257.4,5.0,도시 소비형
18597,2,4,4,가성비 및 접근성,가성비,가족형,1,서울 심층형,336.241666666667,6.0,"역사, 전통, 자연"
18598,1,5,3,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 심층형,222.733333333333,6.0,도시 소비형
18600,2,5,4,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 단기형,479.733333333333,5.0,특수 목적
18601,2,3,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,339.219047619048,7.0,도시 소비형
18603,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,2,서울 심층형,106.815,20.0,도시 소비형
18604,2,2,2,가성비 및 접근성,안전 및 퀄리티,가족형,2,서울 단기형,218.45,5.0,도시 소비형
18605,2,6,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,374.7985,8.0,"역사, 전통, 자연"
18606,2,5,2,경험형,안전 및 퀄리티,가족형,3,서울 심층형,142.222222222222,9.0,특수 목적
