아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,총 식비_비율,총 국내 교통비_비율,총 체험/활동비_비율,총 뷰티/의료비_비율,총 여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
16301.0,4.0,2.0,2.0,1,1.0,1.0,1.0,6.0,63.18,11.0,1. 호텔+7. 친척 또는 친구 집,가족형,3,서울,695.0,0.2517985611510791,0.11510791366906475,0.0,0.0,0.0,0.4316546762589928,0.14388489208633093,0.05755395683453238
16303.0,2.0,2.0,6.0,1,4.0,8.0,2.0,4.0,69.7,4.0,1. 호텔,친구형,1,서울,278.8,0.2926829268292683,0.09756097560975609,0.0,0.0,0.0,0.36585365853658536,0.24390243902439024,0.0
16307.0,18.0,2.0,2.0,1,1.0,1.0,2.0,10.0,91.04,20.0,8. 기타,친구형,2,서울,1820.8100000000002,0.29585733821760646,0.05917146764352128,0.02958573382176064,0.0,0.0,0.29585733821760646,0.29585733821760646,0.023670783881898715
16308.0,14.0,2.0,3.0,1,2.0,2.0,10.0,6.0,73.14,9.0,1. 호텔,가족형,3,서울,658.2900000000001,0.2513937626274134,0.11731911467590268,0.005590241382977107,0.0,0.0,0.3351866198787768,0.2793297786689756,0.011180482765954214
16309.0,13.0,2.0,2.0,1,1.0,11.0,1.0,1.0,447.15,4.0,1. 호텔,직장형,1,서울,1788.6,0.0,0.0,0.0,0.0,0.0,0.0,0.996309963099631,0.0036900369003690036
16310.0,13.0,2.0,2.0,1,1.0,1.0,11.0,5.0,496.65,4.0,1. 호텔,직장형,1,서울,1986.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9966777408637875,0.0033222591362126247
16312.0,13.0,1.0,2.0,1,1.0,9.0,12.0,6.0,488.4,5.0,1. 호텔,직장형,2,서울,2442.0,0.10810810810810811,0.0,0.0,0.0,0.6756756756756757,0.0,0.1891891891891892,0.02702702702702703
16315.0,5.0,1.0,2.0,1,1.0,7.0,7.0,2.0,105.19,4.0,1. 호텔,혼자형,1,서울,420.75,0.15151515151515152,0.030303030303030304,0.21212121212121213,0.0,0.0,0.6060606060606061,0.0,0.0
16316.0,5.0,2.0,6.0,1,3.0,2.0,2.0,3.0,195.2,5.0,1. 호텔,단체형,2,서울,976.01,0.2612678148789459,0.09144373520763106,0.0,0.06531695371973648,0.05225356297578918,0.3265847685986824,0.19595086115920943,0.007182303460005533
16317.0,4.0,2.0,4.0,1,1.0,1.0,4.0,6.0,193.75,4.0,1. 호텔,가족형,1,서울,775.0,0.3870967741935484,0.03225806451612903,0.0,0.0,0.0,0.25806451612903225,0.3225806451612903,0.0
16318.0,13.0,2.0,3.0,1,1.0,3.0,11.0,5.0,246.84,5.0,1. 호텔,단체형,2,서울,1234.2,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.16042780748663102,0.016042780748663103
16319.0,5.0,2.0,4.0,1,4.0,7.0,7.0,1.0,234.18,6.0,1. 호텔,친구형,1,서울,1405.06,0.13611518369322306,0.024504291631674092,0.0,0.04991245925440906,0.0,0.14518952927277126,0.6352041905683743,0.009074345579548204
16322.0,13.0,2.0,2.0,1,2.0,10.0,11.0,8.0,92.95,6.0,1. 호텔+5. 민박/펜션,가족형,2,서울,557.6999999999999,0.2366863905325444,0.035502958579881665,0.0,0.0,0.0,0.4733727810650888,0.2366863905325444,0.017751479289940832
16323.0,13.0,2.0,3.0,1,1.0,9.0,5.0,5.0,336.6,5.0,1. 호텔,단체형,2,서울,1683.0,0.0,0.0,0.0,0.0,0.7254901960784313,0.0,0.27450980392156865,0.0
16324.0,13.0,2.0,3.0,1,1.0,8.0,4.0,6.0,412.5,4.0,1. 호텔,가족형,1,서울,1650.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0
16326.0,3.0,2.0,3.0,1,4.0,2.0,7.0,2.0,135.22,5.0,3. 콘도미니엄/리조트,친구형,2,서울,676.08,0.18518518518518517,0.09259259259259259,0.027777777777777776,0.0,0.06944444444444445,0.1388888888888889,0.4629629629629629,0.023148148148148147
16327.0,4.0,2.0,4.0,1,1.0,1.0,5.0,3.0,157.69,13.0,8. 기타,혼자형,2,서울,2050.0,0.2926829268292683,0.07317073170731707,0.04878048780487805,0.0,0.04878048780487805,0.3902439024390244,0.14634146341463414,0.0
16328.0,3.0,2.0,2.0,1,1.0,7.0,5.0,4.0,103.29,5.0,5. 민박/펜션,단체형,3,서울,516.45,0.2424242424242424,0.0606060606060606,0.0303030303030303,0.0,0.1212121212121212,0.18181818181818182,0.36363636363636365,0.0
16330.0,4.0,2.0,2.0,1,1.0,1.0,9.0,6.0,230.0,5.0,1. 호텔,친구형,1,서울,1150.0,0.2608695652173913,0.043478260869565216,0.043478260869565216,0.0,0.0,0.43478260869565216,0.21739130434782608,0.0
16331.0,3.0,1.0,2.0,1,1.0,4.0,1.0,3.0,158.85,4.0,3. 콘도미니엄/리조트,가족형,2,서울,635.4000000000001,0.24630154233553664,0.014778092540132199,0.012322946175637391,0.0,0.07389046270066099,0.14778092540132198,0.4926030846710733,0.012322946175637391
16337.0,3.0,2.0,2.0,1,3.0,7.0,6.0,11.0,139.6,5.0,1. 호텔,혼자형,1,서울,697.99,0.14798206278026907,0.02242152466367713,0.0,0.0,0.0,0.35874439461883406,0.4484304932735426,0.02242152466367713
16338.0,14.0,2.0,6.0,1,1.0,1.0,13.0,8.0,73.55,19.0,1. 호텔+8. 기타,가족형,4,서울,1397.4800000000002,0.13157970060394422,0.10526805392563757,0.013159401207888484,0.026318802415776967,0.052630449094083626,0.5263044909408363,0.13157970060394422,0.013159401207888484
16340.0,4.0,2.0,5.0,1,1.0,9.0,12.0,10.0,156.67,9.0,4. 게스트하우스/호스텔,가족형,1,서울,1410.0,0.3191489361702128,0.05319148936170213,0.024822695035460994,0.0,0.0,0.3546099290780142,0.24822695035460993,0.0
16341.0,12.0,1.0,5.0,1,1.0,9.0,1.0,9.0,394.0,5.0,1. 호텔,단체형,2,서울,1970.0,0.050761421319796954,0.0,0.0,0.0,0.6446700507614214,0.0,0.30456852791878175,0.0
16342.0,3.0,1.0,3.0,1,3.0,7.0,4.0,6.0,93.9,5.0,1. 호텔,가족형,1,서울,469.51,0.2666609869864327,0.050009584460394885,0.0,0.0,0.0,0.3333262337330408,0.3333262337330408,0.016676961087090797
16343.0,4.0,1.0,3.0,1,1.0,6.0,4.0,5.0,200.0,5.0,1. 호텔,가족형,1,서울,1000.0,0.3,0.05,0.0,0.0,0.0,0.4,0.25,0.0
16352.0,19.0,2.0,2.0,1,1.0,8.0,4.0,5.0,105.17,21.0,1. 호텔,혼자형,5,서울,2208.67,0.09756097560975609,0.12195121951219513,0.048780487804878044,0.0,0.07317073170731708,0.48780487804878053,0.14634146341463417,0.024390243902439022
16356.0,14.0,2.0,2.0,1,1.0,11.0,5.0,8.0,91.94,6.0,8. 기타,가족형,1,서울,551.65,0.4,0.0333363545726457,0.0333363545726457,0.0,0.0,0.3333272908547086,0.2,0.0
16357.0,15.0,2.0,2.0,1,1.0,7.0,11.0,5.0,68.51,8.0,4. 게스트하우스/호스텔,혼자형,2,서울,548.08,0.4117647058823529,0.11764705882352941,0.0,0.0,0.0,0.3529411764705882,0.11764705882352941,0.0
16360.0,12.0,1.0,3.0,1,1.0,4.0,11.0,9.0,75.0,26.0,7. 친척 또는 친구 집,혼자형,2,경기,1950.0,0.5128205128205128,0.20512820512820512,0.0,0.0,0.0,0.0,0.2564102564102564,0.02564102564102564
16361.0,2.0,1.0,2.0,1,1.0,10.0,10.0,4.0,187.91,3.0,1. 호텔,친구형,1,서울,563.7199999999999,0.3015681544028951,0.024125452352231607,0.06031363088057902,0.0,0.0,0.16887816646562126,0.42219541616405315,0.022919179734620026
16362.0,2.0,1.0,5.0,1,4.0,2.0,10.0,5.0,1064.2,2.0,1. 호텔,가족형,1,서울,2128.4,0.03194888178913738,0.0,0.0,0.0,0.0,0.13738019169329072,0.8306709265175718,0.0
16365.0,4.0,2.0,5.0,1,4.0,2.0,8.0,3.0,887.5,8.0,1. 호텔,가족형,1,서울,7100.0,0.14084507042253522,0.0,0.014084507042253521,0.0,0.0,0.14084507042253522,0.704225352112676,0.0
16366.0,15.0,2.0,4.0,1,2.0,8.0,2.0,5.0,348.19,7.0,1. 호텔,가족형,3,서울,2437.34,0.3306883733906636,0.10582027948501235,0.0,0.0,0.07407255450614193,0.15873041922751852,0.3306883733906636,0.0
16369.0,11.0,1.0,3.0,1,1.0,8.0,11.0,6.0,67.74,31.0,1. 호텔,기타형,1,서울,2100.0,0.23809523809523808,0.047619047619047616,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
16370.0,12.0,2.0,2.0,1,1.0,5.0,12.0,3.0,334.88,12.0,1. 호텔,가족형,1,서울,4018.5,0.06034590021152171,0.027373398034092323,0.012069180042304343,0.24884907303720294,0.0,0.40251337563767575,0.24884907303720294,0.0
16372.0,4.0,2.0,6.0,1,1.0,1.0,7.0,6.0,147.22,9.0,1. 호텔,가족형,1,서울,1325.0,0.41509433962264153,0.018867924528301886,0.0,0.0,0.0,0.37735849056603776,0.18867924528301888,0.0
16373.0,9.0,2.0,4.0,1,3.0,2.0,10.0,5.0,183.0,5.0,1. 호텔,가족형,1,서울,915.0,0.546448087431694,0.01639344262295082,0.0,0.0,0.0,0.16393442622950818,0.273224043715847,0.0
16374.0,14.0,1.0,2.0,1,3.0,11.0,2.0,6.0,151.08,24.0,2. 모텔/여관,친구형,4,대전,3626.02,0.10141973844600967,0.0,0.04056789537840387,0.34482711071643285,0.0,0.304259215338029,0.20283947689201934,0.00608656322910519
16375.0,9.0,2.0,2.0,1,4.0,7.0,7.0,6.0,77.35,5.0,4. 게스트하우스/호스텔,혼자형,1,서울,386.72,0.34616776996276377,0.07690318576748034,0.0,0.0,0.0,0.25,0.2884774513860157,0.03845159288374017
16376.0,15.0,2.0,2.0,1,3.0,4.0,6.0,3.0,146.55,11.0,1. 호텔,혼자형,3,경기,1612.0,0.24,0.12,0.0,0.0,0.0,0.39999999999999997,0.19999999999999998,0.04
16378.0,9.0,2.0,3.0,1,4.0,2.0,2.0,3.0,278.78,6.0,1. 호텔,가족형,1,서울,1672.6499999999999,0.10582010582010583,0.03174603174603175,0.052910052910052914,0.0,0.0,0.5291005291005292,0.2645502645502646,0.015873015873015876
16379.0,14.0,1.0,2.0,1,1.0,1.0,15.0,5.0,131.34,7.0,1. 호텔,혼자형,1,서울,919.3800000000001,0.4799973895451282,0.04000522090974352,0.0,0.0,0.0,0.4799973895451282,0.0,0.0
16380.0,14.0,2.0,2.0,1,1.0,1.0,4.0,4.0,141.58,14.0,8. 기타,단체형,3,서울,1982.18,0.25973927695769305,0.09276654996014488,0.04452673319274737,0.037105610993956144,0.0,0.25973927695769305,0.29684488795164915,0.009277663986116296
16382.0,14.0,1.0,3.0,1,1.0,1.0,4.0,5.0,143.18,15.0,1. 호텔,가족형,4,서울,2147.68,0.25684925128510766,0.14554775385532295,0.017125456306339867,0.0,0.058220964016985774,0.42808053341279895,0.0684925128510765,0.025683528272368323
16383.0,15.0,1.0,5.0,1,1.0,1.0,10.0,4.0,79.86,13.0,1. 호텔+7. 친척 또는 친구 집,친구형,4,서울,1038.12,0.24844911956228571,0.17391053057450007,0.0,0.0,0.0,0.37267367934342854,0.18633683967171427,0.018629830848071516
16388.0,5.0,2.0,5.0,1,1.0,7.0,3.0,5.0,88.34,7.0,1. 호텔,가족형,2,서울,618.38,0.226802289854135,0.15464601054367863,0.0,0.0,0.0,0.41236779973479093,0.20618389986739546,0.0
16389.0,5.0,1.0,5.0,1,1.0,5.0,3.0,6.0,154.82,7.0,1. 호텔,단체형,2,서울,1083.75,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,0.29411764705882354,0.0
16390.0,4.0,1.0,5.0,1,1.0,1.0,7.0,5.0,162.5,11.0,1. 호텔,가족형,2,서울,1787.5,0.18181818181818182,0.11188811188811189,0.006993006993006993,0.0,0.0,0.4195804195804196,0.27972027972027974,0.0
16392.0,5.0,1.0,2.0,1,1.0,1.0,7.0,5.0,238.0,3.0,1. 호텔,혼자형,1,서울,714.0,0.19642857142857142,0.08928571428571429,0.26785714285714285,0.0,0.0,0.35714285714285715,0.08928571428571429,0.0
16393.0,5.0,2.0,3.0,1,1.0,4.0,2.0,6.0,270.3,5.0,1. 호텔,친구형,1,서울,1351.5,0.10377358490566038,0.04716981132075472,0.0,0.0,0.0,0.37735849056603776,0.4716981132075472,0.0
16394.0,5.0,2.0,2.0,1,3.0,7.0,7.0,6.0,127.5,5.0,1. 호텔,혼자형,1,서울,637.5,0.3,0.1,0.0,0.0,0.0,0.4,0.2,0.0
16395.0,5.0,2.0,4.0,1,4.0,2.0,2.0,3.0,306.0,5.0,1. 호텔,친구형,1,서울,1530.0,0.125,0.041666666666666664,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0
16397.0,14.0,1.0,5.0,1,1.0,1.0,11.0,3.0,294.2,4.0,1. 호텔,혼자형,1,서울,1176.81,0.34375132774194644,0.031253983225839346,0.0,0.0,0.0,0.6249946890322142,0.0,0.0
16398.0,14.0,2.0,3.0,1,3.0,2.0,3.0,3.0,101.13,4.0,1. 호텔,가족형,1,서울,404.53000000000003,0.399995055990903,0.05455714038513831,0.0,0.0,0.0,0.36363186908263906,0.18181593454131953,0.0
16401.0,14.0,1.0,2.0,1,4.0,2.0,1.0,5.0,43.34,14.0,1. 호텔+7. 친척 또는 친구 집,가족형,2,경기,606.81,0.3636393599314448,0.15151365336761097,0.0,0.0,0.0,0.1818196799657224,0.30302730673522194,0.0
16403.0,3.0,2.0,4.0,1,1.0,1.0,3.0,4.0,192.81,5.0,1. 호텔,복합형(가족+친구),2,부산,964.04,0.016233766233766236,0.0,0.0,0.0,0.5941558441558441,0.0,0.38961038961038963,0.0
16405.0,19.0,1.0,3.0,1,1.0,1.0,3.0,5.0,269.35,4.0,1. 호텔,혼자형,1,서울,1077.4,0.55,0.049999999999999996,0.0,0.0,0.0,0.3,0.09999999999999999,0.0
16406.0,3.0,2.0,4.0,1,1.0,1.0,4.0,4.0,209.08,5.0,1. 호텔,복합형(가족+친구),2,부산,1045.4199999999998,0.011976047904191617,0.0,0.0,0.0,0.5688622754491018,0.0,0.4191616766467066,0.0
16407.0,14.0,2.0,2.0,1,2.0,2.0,12.0,5.0,213.3,5.0,1. 호텔,혼자형,1,서울,1066.48,0.27586077563573624,0.03448728527492311,0.0,0.0,0.0,0.3448259695446703,0.3448259695446703,0.0
16410.0,1.0,2.0,2.0,1,3.0,9.0,1.0,10.0,330.0,5.0,1. 호텔,혼자형,1,서울,1650.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.8333333333333334,0.0
16413.0,1.0,2.0,2.0,1,1.0,7.0,7.0,5.0,130.63,4.0,1. 호텔,친구형,1,서울,522.5,0.21052631578947367,0.07894736842105263,0.3157894736842105,0.0,0.0,0.23684210526315788,0.13157894736842105,0.02631578947368421
16416.0,1.0,2.0,2.0,1,1.0,7.0,10.0,5.0,115.16,4.0,5. 민박/펜션,혼자형,1,서울,460.63,0.1791025334867464,0.07463691031847686,0.1791025334867464,0.0,0.0,0.26865380023011964,0.23880337798232856,0.05970084449558214
16419.0,5.0,1.0,2.0,1,1.0,1.0,4.0,6.0,219.94,4.0,1. 호텔,직장형,1,서울,879.75,0.18840579710144928,0.043478260869565216,0.0,0.0,0.0,0.5797101449275363,0.14492753623188406,0.043478260869565216
16420.0,11.0,1.0,3.0,1,1.0,8.0,11.0,6.0,107.78,9.0,1. 호텔+8. 기타,가족형,2,서울,970.0,0.25773195876288657,0.15463917525773196,0.005154639175257732,0.0,0.0,0.41237113402061853,0.15463917525773196,0.015463917525773196
16422.0,3.0,1.0,3.0,1,1.0,1.0,4.0,1.0,184.67,5.0,1. 호텔,직장형,2,부산,923.3499999999999,0.01016949152542373,0.0,0.0,0.0,0.6508474576271186,0.0,0.33898305084745767,0.0
16423.0,5.0,1.0,5.0,1,3.0,2.0,2.0,6.0,268.73,3.0,1. 호텔,혼자형,1,서울,806.1800000000001,0.18449973951226772,0.031370165471730875,0.0,0.0,0.0,0.2767496092684016,0.4612493487806693,0.046131136966930456
16424.0,1.0,2.0,4.0,1,4.0,3.0,12.0,6.0,325.66,19.0,7. 친척 또는 친구 집,혼자형,1,서울,6187.5,0.13333333333333333,0.06666666666666667,0.0,0.4,0.0,0.0,0.4,0.0
16426.0,5.0,2.0,2.0,1,4.0,4.0,6.0,6.0,233.64,4.0,1. 호텔,혼자형,1,서울,934.58,0.27284983629009824,0.04092747544351473,0.0,0.0,0.0,0.27284983629009824,0.4092747544351473,0.004098097541141476
16428.0,3.0,2.0,5.0,1,1.0,4.0,3.0,3.0,219.1,5.0,1. 호텔,복합형(가족+친구),2,부산,1095.5,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.4857142857142857,0.0
16429.0,1.0,1.0,4.0,1,4.0,5.0,2.0,9.0,404.25,5.0,2. 모텔/여관,혼자형,1,서울,2021.25,0.20408163265306123,0.034013605442176874,0.0,0.0,0.0,0.08163265306122448,0.6802721088435374,0.0
16431.0,19.0,2.0,3.0,1,1.0,1.0,6.0,9.0,76.19,7.0,4. 게스트하우스/호스텔,친구형,4,서울,533.32,0.44444236105902646,0.25253131328283207,0.040407260181504534,0.0,0.0,0.24242481062026547,0.0,0.020194254856371406
16433.0,2.0,2.0,2.0,1,3.0,8.0,2.0,5.0,173.63,3.0,1. 호텔,친구형,1,서울,520.88,0.15665796344647517,0.019582245430809397,0.013054830287206266,0.26109660574412535,0.0,0.26109660574412535,0.26109660574412535,0.027415143603133157
16434.0,1.0,1.0,4.0,1,3.0,7.0,2.0,6.0,125.13,20.0,1. 호텔,친구형,1,서울,2502.5,0.32967032967032966,0.054945054945054944,0.0,0.0,0.0,0.27472527472527475,0.32967032967032966,0.01098901098901099
16438.0,1.0,2.0,5.0,1,4.0,4.0,2.0,4.0,89.88,19.0,7. 친척 또는 친구 집,가족형,1,서울,1707.75,0.4830917874396135,0.0,0.00966183574879227,0.0,0.0,0.0,0.4830917874396135,0.024154589371980676
16440.0,2.0,2.0,2.0,1,1.0,10.0,7.0,6.0,84.44,4.0,1. 호텔,친구형,1,서울,337.76,0.24159166271909047,0.027593557555660824,0.0060397915679772625,0.0,0.0,0.291923259118901,0.40265277119848414,0.03019895783988631
16441.0,3.0,1.0,4.0,1,1.0,4.0,4.0,5.0,197.19,5.0,1. 호텔,복합형(가족+친구),1,부산,985.95,0.015873015873015872,0.0,0.0,0.0,0.6349206349206349,0.0,0.3492063492063492,0.0
16442.0,97.0,2.0,2.0,1,1.0,1.0,11.0,2.0,265.5,14.0,1. 호텔,친구형,3,서울,3717.03,0.34782608695652173,0.04347826086956521,0.0,0.0,0.02898550724637681,0.2898550724637681,0.2898550724637681,0.0
16444.0,18.0,1.0,3.0,1,1.0,1.0,7.0,10.0,64.27,29.0,8. 기타,가족형,1,서울,1863.9,0.2023123558130801,0.028901765116154297,0.04624175116690809,0.0,0.0,0.4335264767423145,0.289017651161543,0.0
16446.0,3.0,1.0,2.0,1,2.0,2.0,3.0,5.0,75.9,5.0,1. 호텔,친구형,1,부산,379.52000000000004,0.2886540893760539,0.04123629848229342,0.020631323777403034,0.0,0.0,0.39175801011804384,0.24741779089376054,0.010302487352445194
16448.0,10.0,1.0,2.0,1,1.0,8.0,1.0,5.0,127.52,4.0,1. 호텔,친구형,1,서울,510.10999999999996,0.28942777048087664,0.05355707592480054,0.007233733900531258,0.0,0.0,0.40520672011919,0.21707082786065754,0.027503871713944052
16449.0,97.0,2.0,2.0,1,1.0,1.0,1.0,8.0,188.55,4.0,1. 호텔,혼자형,1,서울,754.1800000000001,0.35714285714285704,0.07142857142857142,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0
16450.0,10.0,1.0,5.0,1,1.0,1.0,1.0,4.0,326.28,5.0,1. 호텔,가족형,3,서울,1631.43,0.03620136935081492,0.0,0.0,0.0,0.6923067492935645,0.0,0.2714918813556205,0.0
16451.0,8.0,2.0,2.0,1,1.0,9.0,3.0,8.0,71.18,7.0,4. 게스트하우스/호스텔,친구형,4,서울,498.29,0.37313612554937886,0.1492504364928054,0.05970418832406831,0.0,0.0,0.19402356057717393,0.22388568905657347,0.0
16460.0,3.0,2.0,2.0,1,2.0,7.0,1.0,4.0,165.26,5.0,1. 호텔,친구형,1,서울,826.32,0.26515151515151514,0.01515151515151515,0.07575757575757576,0.0,0.0,0.3787878787878788,0.26515151515151514,0.0
16461.0,10.0,2.0,2.0,1,1.0,1.0,3.0,3.0,227.0,4.0,4. 게스트하우스/호스텔,혼자형,1,서울,907.9799999999999,0.08130135025000551,0.040650675125002755,0.0,0.04877860745831406,0.0,0.16260270050001102,0.6504108020000441,0.016255864666622613
16462.0,3.0,2.0,3.0,1,2.0,4.0,2.0,5.0,115.18,5.0,1. 호텔,친구형,1,서울,575.9300000000001,0.1358672060840727,0.024464778705745486,0.010869376486725816,0.0,0.0,0.2717344121681454,0.5434688243362908,0.013595402219019672
16464.0,10.0,2.0,2.0,1,1.0,1.0,11.0,3.0,180.86,4.0,1. 호텔,혼자형,1,서울,723.4399999999999,0.20408050425743668,0.10204025212871834,0.15306037819307752,0.0,0.0,0.30612075638615505,0.20408050425743668,0.030617604777175716
16465.0,3.0,1.0,2.0,1,2.0,8.0,1.0,5.0,89.99,4.0,1. 호텔,가족형,1,서울,359.96999999999997,0.43475845209323005,0.10870350306970027,0.06522765786037726,0.0,0.0,0.21737922604661503,0.15217934827902327,0.021751812651054258
16466.0,3.0,2.0,2.0,1,3.0,7.0,1.0,4.0,59.47,7.0,5. 민박/펜션,가족형,1,서울,416.29,0.4511278195488722,0.09774436090225563,0.0,0.0,0.0,0.3007518796992481,0.15037593984962405,0.0
16467.0,2.0,2.0,5.0,1,4.0,2.0,2.0,1.0,190.4,4.0,1. 호텔,친구형,1,부산,761.6,0.17857142857142858,0.017857142857142856,0.0,0.0,0.0,0.17857142857142858,0.625,0.0
16468.0,10.0,2.0,4.0,1,4.0,2.0,4.0,6.0,365.96,4.0,1. 호텔,가족형,1,서울,1463.8400000000001,0.2521450431741174,0.04538064269319051,0.010083069187889386,0.027735271614384084,0.0,0.15128702590447043,0.5042900863482348,0.00907886107771341
16469.0,2.0,2.0,6.0,1,4.0,7.0,1.0,4.0,165.47,3.0,1. 호텔,친구형,1,서울,496.4,0.20547945205479454,0.027397260273972605,0.0,0.0,0.0,0.35616438356164387,0.4109589041095891,0.0
16470.0,2.0,2.0,3.0,1,1.0,6.0,2.0,4.0,249.33,3.0,1. 호텔,가족형,1,서울,748.0,0.18181818181818182,0.01818181818181818,0.0,0.09090909090909091,0.6181818181818182,0.0,0.09090909090909091,0.0
16471.0,5.0,1.0,5.0,1,4.0,2.0,1.0,5.0,232.05,5.0,8. 기타,복합형(가족+친구),2,서울,1160.25,0.21978021978021978,0.02197802197802198,0.054945054945054944,0.0,0.04395604395604396,0.10989010989010989,0.5494505494505495,0.0
16473.0,5.0,1.0,5.0,1,1.0,7.0,2.0,4.0,195.08,5.0,4. 게스트하우스/호스텔,가족형,1,서울,975.38,0.17429104554122496,0.010898316553548362,0.0,0.0,0.0,0.15250466484857184,0.6535914207795936,0.008714552277061248
16478.0,1.0,1.0,5.0,1,4.0,2.0,2.0,3.0,313.19,18.0,1. 호텔,혼자형,4,서울,5637.5,0.12195121951219512,0.07317073170731707,0.0,0.0,0.0,0.14634146341463414,0.6097560975609756,0.04878048780487805
16479.0,2.0,1.0,6.0,1,4.0,2.0,2.0,1.0,227.8,4.0,1. 호텔,단체형,1,부산,911.2,0.029850746268656716,0.0,0.0,0.0,0.5223880597014925,0.0,0.4477611940298507,0.0
16480.0,5.0,2.0,2.0,1,4.0,2.0,2.0,3.0,278.91,4.0,8. 기타,혼자형,1,서울,1115.63,0.22857040416625582,0.017147262085099896,0.0,0.0,0.0,0.17142780312469186,0.5714260104156396,0.01142852020831279
16481.0,1.0,1.0,5.0,1,1.0,8.0,4.0,6.0,148.5,10.0,1. 호텔,가족형,2,서울,1485.02,0.18518269114220684,0.11574254892190004,0.046302406701593246,0.0,0.0,0.27777403671331025,0.3703653822844137,0.0046329342365759385
16483.0,4.0,2.0,2.0,1,1.0,1.0,5.0,3.0,278.0,5.0,1. 호텔,혼자형,1,서울,1390.0,0.14388489208633093,0.014388489208633094,0.014388489208633094,0.07194244604316546,0.0,0.5755395683453237,0.17985611510791366,0.0
16485.0,97.0,1.0,2.0,1,1.0,1.0,4.0,6.0,108.33,6.0,1. 호텔,혼자형,1,서울,650.0,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,0.0,0.46153846153846156,0.07692307692307693,0.0
16486.0,5.0,1.0,3.0,1,1.0,1.0,6.0,3.0,159.38,5.0,1. 호텔,단체형,3,부산,796.88,0.047999698825419136,0.0,0.0,0.0,0.616002409396647,0.0,0.33599789177793393,0.0
16487.0,1.0,2.0,5.0,1,4.0,5.0,2.0,3.0,,14.0,4. 게스트하우스/호스텔,혼자형,1,서울,11730.83,0.014563334393218554,0.004854728949272984,0.0,0.0,0.0,0.00970860544394557,0.9708733312135629,0.0
16489.0,1.0,1.0,3.0,1,2.0,2.0,1.0,6.0,88.52,16.0,5. 민박/펜션,혼자형,1,서울,1416.25,0.33980582524271846,0.05825242718446602,0.0,0.0,0.0,0.2912621359223301,0.2912621359223301,0.019417475728155338
16491.0,1.0,1.0,2.0,1,1.0,1.0,1.0,6.0,159.5,5.0,1. 호텔,친구형,2,서울,797.5,0.5344827586206896,0.06896551724137931,0.05172413793103448,0.0,0.0,0.3448275862068966,0.0,0.0
16492.0,2.0,2.0,4.0,1,4.0,8.0,2.0,10.0,510.0,3.0,1. 호텔,친구형,1,서울,1530.0,0.08888888888888889,0.08888888888888889,0.0,0.17777777777777778,0.35555555555555557,0.0,0.26666666666666666,0.022222222222222223
16493.0,2.0,2.0,2.0,1,1.0,8.0,2.0,4.0,106.53,3.0,1. 호텔,혼자형,1,서울,319.6,0.10638297872340424,0.0425531914893617,0.0,0.0,0.0,0.42553191489361697,0.42553191489361697,0.0
16494.0,10.0,1.0,5.0,1,1.0,9.0,4.0,5.0,164.68,7.0,1. 호텔,가족형,3,서울,1152.7600000000002,0.2258058919462854,0.12904680939657862,0.0,0.0,0.0,0.3225736493285679,0.3225736493285679,0.0
16495.0,5.0,2.0,3.0,1,1.0,11.0,12.0,1.0,,13.0,2. 모텔/여관,혼자형,1,서울,11721.23,0.029970404129941997,0.019980838188483632,0.0,0.7991994014280072,0.0,0.05993995510710054,0.08991035923704252,0.0009990419094241818
16497.0,10.0,2.0,5.0,1,1.0,4.0,3.0,5.0,119.96,10.0,1. 호텔+4. 게스트하우스/호스텔,가족형,3,서울,1199.57,0.2461548721625249,0.1292296406212226,0.0,0.0,0.0,0.3076935902031562,0.3076935902031562,0.00922830680994023
16498.0,15.0,1.0,3.0,1,1.0,1.0,6.0,3.0,86.13,7.0,1. 호텔+4. 게스트하우스/호스텔,친구형,2,서울,602.89,0.3368939607556934,0.2192605616281577,0.03207882034865398,0.0,0.0,0.2941166713662525,0.10695151686045548,0.010698469040786878
