아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
16568.0,2.0,2.0,3.0,1,1.0,7.0,3.0,4.0,330.59,3.0,1. 호텔,친구형,1,서울
16569.0,2.0,2.0,4.0,1,1.0,10.0,2.0,6.0,147.63,3.0,1. 호텔,가족형,1,서울
16570.0,2.0,2.0,4.0,1,4.0,7.0,2.0,10.0,233.75,4.0,1. 호텔,가족형,2,서울
16577.0,2.0,1.0,4.0,1,1.0,1.0,4.0,4.0,326.63,3.0,1. 호텔,가족형,1,서울
16579.0,2.0,2.0,5.0,1,3.0,7.0,8.0,10.0,367.88,3.0,1. 호텔,친구형,1,서울
16581.0,3.0,2.0,3.0,1,1.0,6.0,1.0,5.0,218.32,4.0,1. 호텔,친구형,2,대구
16582.0,9.0,2.0,2.0,1,1.0,7.0,5.0,4.0,324.4,5.0,1. 호텔,가족형,3,서울
16583.0,3.0,2.0,4.0,1,1.0,10.0,3.0,3.0,179.66,5.0,1. 호텔,가족형,2,부산
16587.0,3.0,2.0,5.0,1,1.0,1.0,3.0,5.0,262.14,4.0,1. 호텔,가족형,2,대구
16589.0,3.0,1.0,2.0,1,1.0,4.0,3.0,4.0,217.54,4.0,1. 호텔,친구형,1,부산
16591.0,3.0,2.0,2.0,1,1.0,6.0,6.0,5.0,121.29,4.0,2. 모텔/여관,친구형,2,경북
16592.0,3.0,2.0,2.0,1,1.0,6.0,3.0,3.0,236.32,4.0,1. 호텔,단체형,1,부산
16594.0,3.0,2.0,2.0,1,1.0,1.0,3.0,3.0,232.4,4.0,1. 호텔,친구형,2,대구
16595.0,3.0,2.0,2.0,1,1.0,6.0,13.0,4.0,134.59,5.0,1. 호텔,단체형,1,부산
16596.0,3.0,1.0,2.0,1,1.0,1.0,3.0,5.0,189.68,5.0,1. 호텔,단체형,1,부산
16597.0,3.0,2.0,2.0,1,1.0,7.0,7.0,5.0,59.99,6.0,4. 게스트하우스/호스텔,친구형,2,부산
16599.0,3.0,2.0,2.0,1,1.0,6.0,10.0,2.0,137.72,5.0,1. 호텔,단체형,2,부산
16600.0,3.0,2.0,3.0,1,2.0,2.0,4.0,1.0,230.37,5.0,1. 호텔,복합형(가족+친구),2,부산
16601.0,3.0,2.0,5.0,1,2.0,4.0,4.0,4.0,217.53,4.0,1. 호텔,단체형,1,부산
16602.0,3.0,2.0,2.0,1,2.0,3.0,12.0,3.0,143.98,5.0,1. 호텔,직장형,2,부산
16603.0,3.0,1.0,4.0,1,1.0,8.0,6.0,4.0,170.27,5.0,1. 호텔,단체형,2,부산
16604.0,3.0,1.0,5.0,1,1.0,4.0,6.0,3.0,182.17,5.0,1. 호텔,단체형,1,부산
16605.0,3.0,2.0,2.0,1,1.0,7.0,6.0,3.0,59.38,7.0,4. 게스트하우스/호스텔,친구형,3,서울
16606.0,3.0,2.0,3.0,1,2.0,6.0,3.0,2.0,144.76,4.0,1. 호텔,직장형,1,부산
16610.0,3.0,2.0,4.0,1,1.0,1.0,2.0,1.0,187.8,5.0,1. 호텔,복합형(가족+친구),1,부산
16612.0,3.0,2.0,2.0,1,1.0,4.0,2.0,1.0,133.87,4.0,1. 호텔,친구형,2,울산
16613.0,2.0,2.0,2.0,1,2.0,2.0,4.0,1.0,100.3,4.0,1. 호텔,친구형,1,부산
16615.0,2.0,2.0,3.0,1,3.0,5.0,2.0,3.0,124.95,4.0,1. 호텔,가족형,1,부산
16619.0,8.0,1.0,2.0,1,1.0,7.0,3.0,5.0,54.11,7.0,4. 게스트하우스/호스텔,친구형,4,서울
16620.0,2.0,2.0,2.0,1,1.0,7.0,3.0,4.0,73.53,4.0,1. 호텔,친구형,1,부산
16624.0,2.0,2.0,4.0,1,3.0,2.0,2.0,5.0,108.8,4.0,1. 호텔,복합형(가족+친구),1,부산
16628.0,2.0,2.0,2.0,1,1.0,1.0,10.0,3.0,102.0,4.0,1. 호텔,친구형,1,부산
16632.0,13.0,2.0,3.0,1,1.0,1.0,3.0,5.0,89.24,3.0,2. 모텔/여관,친구형,1,부산
16633.0,9.0,2.0,3.0,1,2.0,9.0,1.0,5.0,1559.48,5.0,1. 호텔,친구형,2,부산
16634.0,6.0,2.0,3.0,1,1.0,1.0,3.0,5.0,67.03,5.0,1. 호텔,가족형,1,부산
16636.0,6.0,1.0,2.0,1,1.0,1.0,3.0,5.0,114.34,4.0,1. 호텔,친구형,1,부산
16637.0,6.0,2.0,5.0,1,1.0,4.0,3.0,4.0,108.58,5.0,1. 호텔,단체형,3,경남
16638.0,6.0,1.0,5.0,1,1.0,1.0,6.0,9.0,84.28,7.0,1. 호텔,가족형,2,서울
16639.0,6.0,2.0,5.0,1,1.0,1.0,4.0,4.0,118.99,5.0,1. 호텔,직장형,2,경남
16642.0,3.0,2.0,2.0,1,1.0,7.0,4.0,3.0,43.37,7.0,4. 게스트하우스/호스텔,친구형,2,서울
16645.0,3.0,2.0,5.0,1,1.0,1.0,3.0,3.0,175.28,5.0,1. 호텔,단체형,3,부산
16647.0,9.0,1.0,3.0,1,1.0,1.0,4.0,4.0,47.81,7.0,1. 호텔+7. 친척 또는 친구 집,친구형,2,경남
16649.0,6.0,2.0,4.0,1,1.0,1.0,3.0,4.0,175.56,5.0,1. 호텔,단체형,1,부산
16654.0,9.0,2.0,2.0,1,2.0,2.0,1.0,1.0,117.33,6.0,8. 기타,복합형(가족+친구),2,서울
16656.0,9.0,2.0,2.0,1,2.0,2.0,5.0,6.0,161.22,5.0,1. 호텔,친구형,3,서울
16661.0,9.0,1.0,3.0,1,1.0,8.0,1.0,2.0,252.74,5.0,1. 호텔,친구형,2,서울
16663.0,13.0,2.0,2.0,1,1.0,1.0,12.0,3.0,93.09,11.0,1. 호텔,단체형,3,서울
16665.0,13.0,2.0,2.0,1,3.0,2.0,1.0,6.0,78.72,10.0,8. 기타,친구형,1,서울
16666.0,13.0,2.0,5.0,1,1.0,3.0,5.0,5.0,133.03,7.0,1. 호텔,단체형,3,서울
16668.0,7.0,1.0,3.0,1,1.0,7.0,2.0,3.0,120.98,6.0,1. 호텔,직장형,2,서울
16669.0,8.0,2.0,4.0,1,3.0,7.0,3.0,3.0,156.17,8.0,1. 호텔,혼자형,2,서울
16670.0,13.0,2.0,2.0,1,1.0,7.0,7.0,6.0,302.83,6.0,1. 호텔,친구형,1,서울
16672.0,7.0,1.0,3.0,1,2.0,6.0,4.0,3.0,145.17,6.0,1. 호텔,직장형,1,서울
16674.0,7.0,1.0,3.0,1,1.0,6.0,2.0,8.0,203.24,5.0,1. 호텔,직장형,1,서울
16675.0,7.0,1.0,2.0,1,1.0,1.0,2.0,4.0,217.76,5.0,1. 호텔,직장형,2,서울
16676.0,1.0,2.0,1.0,1,4.0,5.0,5.0,4.0,92.66,6.0,5. 민박/펜션,혼자형,1,서울
16677.0,7.0,1.0,2.0,1,3.0,6.0,2.0,8.0,290.34,5.0,1. 호텔,직장형,2,서울
16679.0,8.0,2.0,2.0,1,3.0,7.0,7.0,3.0,415.3,4.0,1. 호텔,가족형,3,서울
16691.0,16.0,2.0,3.0,1,1.0,1.0,4.0,5.0,125.94,12.0,1. 호텔,가족형,3,서울
16694.0,18.0,1.0,2.0,1,1.0,1.0,7.0,2.0,197.84,12.0,1. 호텔,혼자형,2,서울
16695.0,19.0,2.0,2.0,1,1.0,1.0,5.0,3.0,96.46,33.0,3. 콘도미니엄/리조트,친구형,3,서울
16696.0,1.0,2.0,3.0,1,1.0,11.0,1.0,6.0,64.75,6.0,1. 호텔,혼자형,1,서울
16698.0,7.0,1.0,2.0,1,1.0,5.0,2.0,3.0,145.17,5.0,1. 호텔,직장형,3,서울
16699.0,10.0,2.0,3.0,1,2.0,2.0,5.0,3.0,222.66,7.0,8. 기타,혼자형,1,서울
16700.0,10.0,1.0,2.0,1,4.0,2.0,2.0,4.0,193.19,10.0,1. 호텔,가족형,3,서울
16701.0,10.0,2.0,5.0,1,1.0,1.0,4.0,6.0,129.4,8.0,1. 호텔,가족형,1,서울
16702.0,18.0,1.0,3.0,1,1.0,1.0,4.0,6.0,77.94,31.0,1. 호텔+7. 친척 또는 친구 집,친구형,2,서울
16704.0,15.0,2.0,2.0,1,2.0,2.0,2.0,2.0,149.54,7.0,1. 호텔+8. 기타,복합형(가족+친구),2,서울
16705.0,19.0,2.0,2.0,1,1.0,1.0,9.0,6.0,91.66,4.0,1. 호텔,친구형,1,서울
16706.0,1.0,2.0,4.0,1,4.0,7.0,13.0,10.0,662.51,4.0,1. 호텔,혼자형,1,서울
16707.0,18.0,1.0,6.0,1,2.0,2.0,5.0,6.0,114.5,5.0,1. 호텔,가족형,1,서울
16712.0,19.0,2.0,2.0,1,1.0,8.0,4.0,5.0,116.87,8.0,1. 호텔,혼자형,1,서울
16713.0,1.0,1.0,2.0,1,4.0,3.0,7.0,10.0,187.19,31.0,8. 기타,혼자형,1,서울
16716.0,16.0,2.0,4.0,1,3.0,2.0,8.0,3.0,177.75,14.0,1. 호텔,혼자형,1,서울
16717.0,16.0,2.0,1.0,1,1.0,8.0,10.0,2.0,165.18,14.0,1. 호텔,가족형,1,서울
16719.0,8.0,2.0,3.0,1,1.0,1.0,3.0,5.0,133.12,7.0,1. 호텔,가족형,2,서울
16721.0,7.0,1.0,2.0,1,1.0,1.0,2.0,4.0,174.2,5.0,1. 호텔,직장형,2,서울
16722.0,13.0,2.0,4.0,1,1.0,1.0,2.0,3.0,311.04,5.0,1. 호텔,가족형,2,서울
16723.0,19.0,2.0,6.0,1,2.0,7.0,3.0,6.0,137.88,8.0,1. 호텔,가족형,1,서울
16724.0,1.0,2.0,3.0,1,3.0,2.0,11.0,1.0,290.28,4.0,1. 호텔,혼자형,1,서울
16725.0,7.0,1.0,2.0,1,1.0,1.0,2.0,8.0,145.17,5.0,1. 호텔,직장형,2,서울
16726.0,16.0,1.0,5.0,1,1.0,1.0,5.0,6.0,159.63,10.0,1. 호텔,가족형,1,서울
16727.0,16.0,1.0,5.0,1,1.0,3.0,5.0,5.0,509.84,5.0,1. 호텔,혼자형,1,서울
16728.0,19.0,2.0,3.0,1,1.0,1.0,6.0,3.0,82.77,33.0,3. 콘도미니엄/리조트+8. 기타,친구형,3,서울
16729.0,7.0,1.0,3.0,1,1.0,1.0,2.0,8.0,145.17,6.0,1. 호텔,직장형,2,서울
16730.0,1.0,2.0,2.0,1,4.0,3.0,7.0,2.0,198.07,3.0,1. 호텔,혼자형,1,서울
16731.0,7.0,1.0,3.0,1,1.0,1.0,2.0,5.0,145.17,6.0,1. 호텔,직장형,2,서울
16733.0,19.0,2.0,4.0,1,2.0,2.0,3.0,3.0,129.77,17.0,1. 호텔,가족형,3,서울
16736.0,19.0,2.0,2.0,1,1.0,9.0,3.0,3.0,182.63,13.0,1. 호텔+8. 기타,친구형,3,서울
16738.0,19.0,1.0,4.0,1,1.0,1.0,3.0,10.0,265.47,12.0,1. 호텔,가족형,3,서울
16739.0,9.0,1.0,2.0,1,1.0,1.0,1.0,4.0,174.2,5.0,1. 호텔,친구형,2,서울
16740.0,19.0,2.0,5.0,1,2.0,2.0,9.0,5.0,165.08,7.0,1. 호텔,가족형,1,서울
16742.0,20.0,1.0,5.0,1,1.0,1.0,9.0,4.0,133.75,8.0,1. 호텔,혼자형,2,제주
16743.0,20.0,2.0,5.0,1,1.0,9.0,4.0,1.0,181.59,7.0,1. 호텔,가족형,2,서울
16745.0,9.0,1.0,3.0,1,1.0,1.0,2.0,2.0,174.2,5.0,2. 모텔/여관,혼자형,1,서울
16746.0,3.0,2.0,2.0,1,2.0,8.0,11.0,6.0,257.3,5.0,1. 호텔,단체형,1,서울
16747.0,9.0,1.0,2.0,1,1.0,1.0,2.0,6.0,174.2,5.0,1. 호텔,단체형,1,서울
16748.0,3.0,2.0,2.0,1,2.0,8.0,5.0,9.0,209.56,5.0,1. 호텔,단체형,3,서울
16750.0,3.0,1.0,2.0,1,1.0,1.0,2.0,4.0,297.6,5.0,1. 호텔,단체형,3,서울
16751.0,3.0,2.0,2.0,1,4.0,9.0,2.0,4.0,140.12,5.0,1. 호텔,혼자형,1,서울
16752.0,9.0,1.0,2.0,1,1.0,1.0,2.0,3.0,159.69,5.0,1. 호텔,단체형,2,서울
16754.0,3.0,2.0,2.0,1,2.0,8.0,3.0,2.0,266.6,5.0,1. 호텔,가족형,3,서울
16755.0,9.0,1.0,3.0,1,1.0,1.0,1.0,3.0,130.65,5.0,4. 게스트하우스/호스텔,단체형,1,서울
16756.0,7.0,1.0,2.0,1,1.0,6.0,1.0,10.0,145.17,6.0,1. 호텔,가족형,2,서울
16758.0,2.0,2.0,5.0,1,4.0,7.0,7.0,6.0,269.68,4.0,1. 호텔,친구형,1,서울
16759.0,1.0,2.0,2.0,1,1.0,7.0,8.0,9.0,244.24,6.0,1. 호텔,친구형,1,서울
16763.0,1.0,2.0,2.0,1,1.0,7.0,10.0,6.0,169.84,6.0,1. 호텔,친구형,2,서울
16765.0,2.0,2.0,2.0,1,1.0,8.0,12.0,2.0,400.88,3.0,1. 호텔,가족형,1,서울
16766.0,1.0,2.0,4.0,1,1.0,4.0,5.0,4.0,135.62,14.0,1. 호텔+5. 민박/펜션,친구형,3,제주
16768.0,1.0,2.0,2.0,1,2.0,7.0,2.0,8.0,140.5,7.0,1. 호텔,친구형,1,서울
16769.0,2.0,1.0,2.0,1,2.0,7.0,2.0,9.0,125.07,6.0,1. 호텔,가족형,1,서울
16771.0,2.0,2.0,2.0,1,4.0,7.0,11.0,4.0,139.36,6.0,1. 호텔,가족형,2,서울
16773.0,1.0,1.0,2.0,1,1.0,1.0,6.0,6.0,130.98,17.0,1. 호텔+7. 친척 또는 친구 집,혼자형,2,서울
16774.0,97.0,2.0,3.0,1,1.0,1.0,9.0,6.0,152.68,28.0,1. 호텔,가족형,4,서울
16777.0,2.0,2.0,4.0,1,2.0,5.0,2.0,4.0,174.2,4.0,1. 호텔,친구형,1,서울
16780.0,1.0,2.0,2.0,1,1.0,7.0,12.0,6.0,210.82,6.0,1. 호텔,혼자형,1,서울
16784.0,11.0,2.0,2.0,1,1.0,7.0,7.0,8.0,205.0,6.0,1. 호텔,혼자형,1,서울
16785.0,97.0,2.0,2.0,1,1.0,1.0,5.0,4.0,310.0,15.0,1. 호텔,친구형,1,서울
16787.0,1.0,2.0,2.0,1,2.0,7.0,7.0,6.0,218.56,4.0,1. 호텔,혼자형,1,서울
16788.0,2.0,1.0,2.0,1,4.0,7.0,7.0,6.0,189.83,3.0,1. 호텔,가족형,2,서울
16790.0,7.0,1.0,2.0,1,1.0,1.0,2.0,9.0,145.17,5.0,1. 호텔,직장형,2,서울
16792.0,7.0,1.0,3.0,1,1.0,1.0,1.0,9.0,130.65,5.0,1. 호텔,직장형,3,서울
16794.0,14.0,1.0,4.0,1,1.0,1.0,4.0,8.0,169.77,6.0,1. 호텔,혼자형,1,서울
16796.0,17.0,2.0,3.0,1,1.0,1.0,14.0,3.0,154.63,8.0,1. 호텔,혼자형,1,서울
16798.0,13.0,2.0,3.0,1,1.0,1.0,4.0,5.0,616.67,6.0,1. 호텔+3. 콘도미니엄/리조트,직장형,2,서울
16799.0,1.0,2.0,2.0,1,1.0,9.0,2.0,3.0,52.45,5.0,1. 호텔,단체형,1,서울
16806.0,4.0,2.0,2.0,1,1.0,1.0,3.0,6.0,106.56,16.0,1. 호텔,친구형,1,서울
16807.0,4.0,2.0,3.0,1,2.0,2.0,4.0,6.0,135.0,14.0,1. 호텔,혼자형,1,서울
16808.0,13.0,2.0,3.0,1,4.0,2.0,3.0,5.0,105.56,9.0,8. 기타,가족형,4,서울
16811.0,13.0,2.0,2.0,1,1.0,1.0,1.0,9.0,714.29,7.0,1. 호텔,단체형,2,서울
16813.0,1.0,2.0,2.0,1,2.0,3.0,7.0,3.0,273.2,7.0,1. 호텔,혼자형,1,서울
16814.0,97.0,1.0,3.0,1,1.0,8.0,4.0,6.0,102.8,7.0,1. 호텔,가족형,2,서울
16815.0,2.0,1.0,4.0,1,4.0,2.0,10.0,6.0,147.96,6.0,1. 호텔,가족형,1,서울
16816.0,13.0,1.0,4.0,1,1.0,1.0,11.0,3.0,700.0,5.0,1. 호텔,직장형,2,서울
16820.0,13.0,2.0,3.0,1,2.0,2.0,1.0,2.0,192.59,9.0,1. 호텔,가족형,2,서울
16821.0,1.0,2.0,2.0,1,1.0,7.0,7.0,5.0,199.98,5.0,1. 호텔,혼자형,1,서울
16822.0,13.0,1.0,3.0,1,2.0,2.0,5.0,10.0,620.0,5.0,1. 호텔,직장형,2,서울
16823.0,8.0,2.0,2.0,1,1.0,1.0,5.0,8.0,120.8,7.0,4. 게스트하우스/호스텔,가족형,1,서울
16824.0,8.0,2.0,5.0,1,1.0,8.0,1.0,9.0,676.48,5.0,1. 호텔,단체형,3,서울
16825.0,13.0,2.0,2.0,1,1.0,1.0,12.0,6.0,237.33,6.0,1. 호텔,단체형,2,서울
16827.0,13.0,2.0,3.0,1,2.0,2.0,5.0,5.0,80.36,8.0,1. 호텔,가족형,2,서울
16830.0,8.0,2.0,4.0,1,3.0,4.0,11.0,10.0,471.42,5.0,1. 호텔,직장형,3,서울
16831.0,3.0,2.0,3.0,1,4.0,4.0,2.0,10.0,260.92,6.0,1. 호텔,혼자형,1,서울
16832.0,3.0,2.0,3.0,1,3.0,2.0,2.0,6.0,188.58,6.0,5. 민박/펜션,친구형,1,서울
16833.0,3.0,2.0,4.0,1,3.0,2.0,2.0,3.0,145.18,6.0,5. 민박/펜션,친구형,2,서울
16835.0,3.0,2.0,3.0,1,4.0,3.0,1.0,3.0,208.48,4.0,1. 호텔,혼자형,1,서울
16836.0,8.0,2.0,2.0,1,1.0,7.0,2.0,9.0,90.2,6.0,1. 호텔,가족형,1,서울
16838.0,3.0,2.0,3.0,1,4.0,7.0,1.0,4.0,91.97,6.0,1. 호텔,친구형,2,서울
16839.0,3.0,2.0,3.0,1,3.0,9.0,4.0,1.0,92.38,5.0,1. 호텔,친구형,2,서울
16841.0,8.0,2.0,4.0,1,1.0,1.0,11.0,2.0,176.17,6.0,1. 호텔,직장형,2,서울
16843.0,2.0,2.0,5.0,1,4.0,11.0,2.0,4.0,140.95,4.0,1. 호텔,가족형,1,서울
16845.0,1.0,1.0,2.0,1,1.0,1.0,7.0,6.0,134.65,7.0,1. 호텔,가족형,1,서울
16846.0,3.0,1.0,2.0,1,1.0,9.0,1.0,6.0,148.36,7.0,1. 호텔,가족형,2,서울
16847.0,8.0,1.0,3.0,1,4.0,3.0,15.0,10.0,335.22,7.0,1. 호텔,가족형,1,서울
16848.0,8.0,2.0,3.0,1,1.0,1.0,8.0,10.0,190.26,5.0,1. 호텔,직장형,2,서울
16850.0,8.0,2.0,3.0,1,1.0,1.0,11.0,3.0,101.74,8.0,1. 호텔,가족형,2,서울
16851.0,3.0,2.0,2.0,1,4.0,9.0,1.0,10.0,119.66,5.0,1. 호텔,친구형,2,부산
16852.0,8.0,2.0,1.0,1,1.0,1.0,7.0,6.0,84.56,6.0,1. 호텔,직장형,1,서울
16853.0,3.0,2.0,5.0,1,2.0,5.0,2.0,1.0,177.55,11.0,1. 호텔,친구형,3,서울
16855.0,2.0,2.0,3.0,1,2.0,8.0,2.0,4.0,265.77,3.0,1. 호텔,친구형,1,서울
16856.0,8.0,1.0,2.0,1,2.0,2.0,3.0,3.0,387.57,6.0,1. 호텔,직장형,2,서울
16857.0,1.0,2.0,2.0,1,2.0,7.0,7.0,1.0,140.7,5.0,1. 호텔,혼자형,1,서울
16858.0,8.0,1.0,5.0,1,1.0,1.0,5.0,3.0,391.09,6.0,1. 호텔,친구형,3,서울
16860.0,1.0,2.0,2.0,1,1.0,7.0,7.0,6.0,584.65,5.0,1. 호텔,혼자형,1,서울
16861.0,2.0,2.0,2.0,1,1.0,7.0,2.0,4.0,159.68,3.0,1. 호텔,친구형,1,서울
16867.0,2.0,1.0,4.0,1,4.0,4.0,2.0,3.0,108.88,3.0,1. 호텔,가족형,2,서울
16870.0,1.0,2.0,2.0,1,1.0,5.0,15.0,5.0,215.98,9.0,1. 호텔,친구형,3,경기
16871.0,16.0,1.0,3.0,1,1.0,1.0,4.0,5.0,174.28,14.0,1. 호텔+8. 기타,혼자형,2,경기
16873.0,1.0,2.0,2.0,1,2.0,7.0,7.0,6.0,226.76,5.0,5. 민박/펜션,친구형,1,서울
16874.0,4.0,1.0,3.0,1,4.0,2.0,4.0,2.0,384.0,5.0,1. 호텔,가족형,1,서울
16875.0,2.0,1.0,2.0,1,1.0,5.0,10.0,4.0,217.05,4.0,1. 호텔,친구형,1,서울
16876.0,6.0,1.0,4.0,1,2.0,9.0,9.0,4.0,149.95,5.0,1. 호텔,복합형(가족+친구),1,서울
16878.0,1.0,2.0,2.0,1,1.0,7.0,7.0,8.0,114.74,5.0,1. 호텔,친구형,1,서울
16879.0,6.0,2.0,5.0,1,4.0,5.0,1.0,5.0,630.08,4.0,1. 호텔,친구형,1,서울
16880.0,15.0,2.0,3.0,1,1.0,1.0,5.0,3.0,328.33,11.0,1. 호텔,혼자형,3,서울
16885.0,6.0,2.0,4.0,1,2.0,2.0,1.0,6.0,1274.78,5.0,1. 호텔,단체형,1,서울
16886.0,15.0,1.0,2.0,1,1.0,3.0,7.0,6.0,144.57,7.0,1. 호텔,혼자형,1,서울
16887.0,14.0,2.0,2.0,1,1.0,1.0,2.0,2.0,200.09,6.0,1. 호텔,친구형,1,서울
16888.0,1.0,2.0,2.0,1,2.0,7.0,7.0,7.0,198.34,5.0,1. 호텔,친구형,1,서울
16893.0,10.0,2.0,3.0,1,1.0,1.0,4.0,4.0,135.91,7.0,8. 기타,가족형,2,서울
16894.0,15.0,1.0,6.0,1,1.0,1.0,5.0,5.0,107.81,11.0,1. 호텔+4. 게스트하우스/호스텔,가족형,3,서울
16895.0,10.0,2.0,2.0,1,2.0,2.0,1.0,6.0,108.04,13.0,1. 호텔,가족형,3,서울
16896.0,2.0,2.0,2.0,1,3.0,2.0,2.0,3.0,247.34,3.0,1. 호텔,친구형,1,서울
16897.0,10.0,2.0,5.0,1,1.0,1.0,3.0,3.0,82.35,9.0,1. 호텔,가족형,3,서울
16898.0,6.0,2.0,3.0,1,3.0,2.0,5.0,5.0,86.38,8.0,7. 친척 또는 친구 집,가족형,1,전북
16904.0,3.0,2.0,2.0,1,1.0,5.0,3.0,10.0,224.75,4.0,1. 호텔,단체형,2,부산
16907.0,3.0,2.0,5.0,1,1.0,8.0,3.0,5.0,213.13,4.0,1. 호텔,가족형,1,부산
16909.0,3.0,1.0,2.0,1,2.0,2.0,10.0,4.0,151.9,4.0,2. 모텔/여관,친구형,1,대구
16910.0,3.0,2.0,3.0,1,2.0,6.0,3.0,4.0,189.1,4.0,1. 호텔,친구형,1,대구
16914.0,3.0,2.0,4.0,1,1.0,1.0,3.0,5.0,237.93,4.0,1. 호텔,가족형,2,부산
16920.0,2.0,2.0,6.0,1,1.0,9.0,2.0,4.0,134.0,3.0,1. 호텔,가족형,1,서울
16921.0,2.0,1.0,2.0,1,1.0,1.0,11.0,4.0,98.49,3.0,1. 호텔,친구형,1,서울
16923.0,2.0,2.0,4.0,1,3.0,7.0,2.0,5.0,340.58,3.0,1. 호텔,가족형,1,서울
16924.0,2.0,2.0,3.0,1,1.0,4.0,1.0,4.0,333.44,3.0,1. 호텔,친구형,1,서울
16925.0,13.0,2.0,4.0,1,1.0,8.0,4.0,11.0,338.56,5.0,1. 호텔,단체형,1,서울
16928.0,13.0,2.0,3.0,1,1.0,7.0,1.0,10.0,209.13,6.0,1. 호텔,단체형,3,서울
16931.0,13.0,2.0,3.0,1,2.0,2.0,11.0,6.0,364.14,6.0,1. 호텔,가족형,2,서울
16938.0,13.0,2.0,2.0,1,1.0,7.0,6.0,5.0,96.53,9.0,1. 호텔,친구형,1,서울
16942.0,2.0,2.0,2.0,1,2.0,2.0,5.0,3.0,141.82,3.0,1. 호텔,친구형,1,서울
16947.0,16.0,2.0,2.0,1,1.0,8.0,5.0,3.0,66.76,9.0,3. 콘도미니엄/리조트,친구형,1,서울
16948.0,1.0,2.0,3.0,1,1.0,9.0,2.0,6.0,226.76,5.0,1. 호텔,혼자형,1,서울
16953.0,16.0,2.0,3.0,1,1.0,1.0,10.0,5.0,224.1,13.0,1. 호텔,친구형,2,서울
16957.0,16.0,2.0,2.0,1,1.0,7.0,7.0,10.0,249.72,14.0,1. 호텔,친구형,4,서울
16958.0,18.0,2.0,2.0,1,1.0,1.0,12.0,8.0,215.35,10.0,1. 호텔+8. 기타,친구형,2,서울
16959.0,8.0,2.0,2.0,1,1.0,9.0,5.0,6.0,211.4,7.0,1. 호텔,직장형,1,서울
16960.0,8.0,1.0,4.0,1,3.0,3.0,1.0,11.0,409.59,4.0,1. 호텔,가족형,2,서울
16962.0,3.0,2.0,5.0,1,4.0,7.0,2.0,5.0,337.9,5.0,5. 민박/펜션,단체형,1,서울
16963.0,15.0,2.0,6.0,1,1.0,1.0,5.0,5.0,217.86,9.0,1. 호텔,가족형,3,서울
16964.0,18.0,1.0,5.0,1,1.0,1.0,6.0,6.0,149.49,13.0,1. 호텔,가족형,1,서울
16965.0,10.0,2.0,3.0,1,3.0,2.0,4.0,3.0,243.0,9.0,1. 호텔,혼자형,2,서울
16966.0,10.0,1.0,4.0,1,3.0,2.0,3.0,6.0,94.77,14.0,1. 호텔,가족형,3,서울
16969.0,18.0,2.0,2.0,1,2.0,2.0,7.0,6.0,192.09,7.0,8. 기타,혼자형,1,서울
16970.0,8.0,1.0,3.0,1,3.0,2.0,10.0,3.0,87.73,4.0,1. 호텔,가족형,1,서울
16971.0,8.0,2.0,2.0,1,1.0,8.0,5.0,6.0,140.93,6.0,1. 호텔,직장형,1,서울
16975.0,3.0,2.0,4.0,1,3.0,7.0,2.0,4.0,130.2,5.0,1. 호텔,친구형,1,서울
16977.0,8.0,1.0,6.0,1,4.0,2.0,6.0,6.0,125.33,7.0,1. 호텔,가족형,1,서울
16978.0,19.0,1.0,5.0,1,1.0,9.0,9.0,6.0,236.36,9.0,1. 호텔+2. 모텔/여관,가족형,3,서울
16979.0,3.0,2.0,4.0,1,1.0,1.0,1.0,5.0,201.5,5.0,1. 호텔,단체형,2,서울
16982.0,19.0,1.0,3.0,1,1.0,1.0,5.0,10.0,43.77,21.0,1. 호텔+7. 친척 또는 친구 집,가족형,2,서울
16984.0,18.0,2.0,5.0,1,1.0,8.0,3.0,10.0,542.06,10.0,1. 호텔,혼자형,5,서울
16985.0,1.0,1.0,3.0,1,3.0,3.0,3.0,11.0,232.22,3.0,1. 호텔,혼자형,1,서울
16986.0,3.0,1.0,2.0,1,1.0,7.0,1.0,4.0,775.0,5.0,1. 호텔,단체형,2,서울
16987.0,97.0,1.0,3.0,1,1.0,1.0,5.0,4.0,77.69,12.0,3. 콘도미니엄/리조트,가족형,3,서울
16989.0,3.0,1.0,6.0,1,1.0,9.0,3.0,3.0,316.2,5.0,1. 호텔,가족형,3,인천
16992.0,19.0,2.0,2.0,1,1.0,1.0,5.0,3.0,90.87,20.0,8. 기타,단체형,3,서울
16993.0,3.0,2.0,2.0,1,3.0,9.0,1.0,6.0,117.8,8.0,1. 호텔,가족형,1,서울
16994.0,19.0,1.0,2.0,1,1.0,1.0,6.0,10.0,148.57,14.0,1. 호텔,혼자형,1,서울
16996.0,3.0,2.0,2.0,1,2.0,2.0,1.0,6.0,202.53,3.0,1. 호텔,친구형,1,서울
