아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위,국가별,성별,월별,문10-2. 쇼핑 항목_1,문10-2. 쇼핑 항목_2,문10-2. 쇼핑 항목_3,문10-2. 쇼핑 항목_4,문10-2. 쇼핑 항목_5,문10-2. 쇼핑 항목_6,문10-2. 쇼핑 항목_7,문10-2. 쇼핑 항목_8,문10-2. 쇼핑 항목_9,문10-2. 쇼핑 항목_10,문10-2. 쇼핑 항목_11,문10-2. 쇼핑 항목_12,문10-2. 쇼핑 항목_13,문10. 1인 지출경비(상하위 1% 대체),문9-2. 방문지역_1,문9-2. 방문지역_2,문9-2. 방문지역_3,문9-2. 방문지역_4,문9-2. 방문지역_5,문9-2. 방문지역_6,문9-2. 방문지역_7,문9-2. 방문지역_8,문9-2. 방문지역_9,문9-2. 방문지역_10,문9-2. 방문지역_11,문9-2. 방문지역_12,문9-2. 방문지역_13,문9-2. 방문지역_14,문9-2. 방문지역_15,문9-2. 방문지역_16,문9-2. 방문지역_17,문9-1. 가장 좋았던곳_1,문9-1. 가장 좋았던곳_2,문9-1. 가장 좋았던곳_3,문9-1. 가장 좋았던곳_4,문9-1. 가장 좋았던곳_5,문8-1. 만족한 활동_1,문8-1. 만족한 활동_2,문8-1. 만족한 활동_3,문8. 참여한 활동_1,문8. 참여한 활동_2,문8. 참여한 활동_3,문8. 참여한 활동_4,문8. 참여한 활동_5,문8. 참여한 활동_6,문8. 참여한 활동_7,문8. 참여한 활동_8,문8. 참여한 활동_9,문8. 참여한 활동_10,문8. 참여한 활동_11,문8. 참여한 활동_12,문8. 참여한 활동_13,문8. 참여한 활동_14,문8. 참여한 활동_15,문8. 참여한 활동_16,문8. 참여한 활동_17,문8. 참여한 활동_18,문8. 참여한 활동_19,문8. 참여한 활동_20,new_여행패턴
14330,3,재방문,안전 및 퀄리티,혼자형,1,서울 단기형,414.18,5.0,특수 목적,K-컬처형,9,2,9,,,3.0,4.0,,,,,,,,,,2070.9,1.0,,,,,,,,,,,,,,,,,11001,,,,,9,1.0,2.0,1.0,2.0,3.0,,,,,,9.0,,,,,,,,,,,,서울 집중형
14331,2,첫방문,여행 편의성,단체형,1,서울 심층형,190.666666666667,6.0,특수 목적,K-컬처형,7,2,9,1.0,2.0,,,,,,,,,,,,1144.0,1.0,,,,,,,,,,,,,,,,,11903,11002.0,,,,5,12.0,1.0,1.0,2.0,,,5.0,,,,,10.0,,12.0,,,,,,,,,서울 집중형
14333,4,재방문,여행 편의성,가족형,1,서울 단기형,421.5,4.0,도시 소비형,경험 및 관계,1,1,9,1.0,2.0,3.0,,,,,,9.0,,,,,1686.0,1.0,,,,,,,,,,,,,,,,,99999,,,,,5,2.0,1.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
14337,2,첫방문,가성비,가족형,4,서울 심층형,428.571428571429,7.0,"역사, 전통, 자연",경험 및 관계,4,1,9,1.0,2.0,3.0,,,6.0,,,,,,,,3000.0,1.0,2.0,,4.0,,,,,,,,,13.0,,,,,11001,,,,,5,2.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 확산형
14339,2,재방문,안전 및 퀄리티,친구형,1,서울 심층형,233.892857142857,7.0,특수 목적,K-컬처형,9,2,9,1.0,2.0,3.0,,5.0,,,,,,,,,1637.25,1.0,,,,,,,,,,,,,,,,,11002,,,,,12,1.0,2.0,1.0,2.0,,,,,,,,,,12.0,,,,,,,,,서울 집중형
14340,2,재방문,여행 편의성,친구형,1,서울 심층형,236.421428571429,7.0,도시 소비형,경험 및 관계,9,2,9,1.0,,3.0,,5.0,,,,,,,,,1654.95,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,3.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 집중형
14341,4,첫방문,여행 편의성,직장형,1,서울 단기형,526.875,4.0,도시 소비형,K-컬처형,1,1,9,1.0,,3.0,,,,7.0,8.0,,,,,,2107.5,1.0,,,,,,,,,,,,,,,,,11006,,,,,7,3.0,1.0,1.0,2.0,3.0,,5.0,,7.0,,,,,12.0,,,,,,,,,서울 집중형
14343,2,재방문,안전 및 퀄리티,가족형,1,서울 단기형,224.8,5.0,도시 소비형,K-컬처형,1,2,9,1.0,,3.0,,,,,,,,,,,1124.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14345,3,첫방문,여행 편의성,친구형,1,서울 심층형,138.666666666667,6.0,경험형,경험 및 관계,7,2,9,1.0,2.0,,,,,,,,,,,,832.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,5,2.0,1.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 집중형
14350,5,첫방문,여행 편의성,가족형,2,서울 심층형,171.428571428571,7.0,경험형,경험 및 관계,4,2,9,1.0,,,,,,,,,10.0,,,,1200.0,1.0,2.0,,,,,,,,,,,,,,,,41003,,,,,5,3.0,,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 확산형
14351,2,첫방문,여행 편의성,혼자형,3,서울 단기형,240.0,4.0,특수 목적,가성비 및 접근성,7,1,9,1.0,,,,,,7.0,,,,,,,960.0,1.0,2.0,,4.0,,,,,,,,,,,,,,41001,,,,,6,2.0,1.0,1.0,2.0,3.0,,5.0,6.0,,,9.0,,,,,,,,,,,,서울 확산형
14352,3,재방문,여행 편의성,혼자형,1,서울 단기형,983.5,3.0,특수 목적,가성비 및 접근성,1,2,9,1.0,,,,,,,,,,,,,2950.5,1.0,,,,,,,,,,,,,,,,,99999,,,,,13,2.0,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
14354,2,재방문,여행 편의성,혼자형,1,서울 단기형,337.2,2.0,경험형,K-컬처형,1,2,9,,,,,,,,,,,,,,674.4,1.0,,,,,,,,,,,,,,,,,99999,,,,,8,,,,,,,,,,8.0,,,,,,,,,,,,,서울 집중형
14356,5,재방문,여행 편의성,직장형,2,수도권/지방형(탐험가형),244.661,6.0,도시 소비형,경험 및 관계,7,1,9,,2.0,,,,,7.0,,,,,12.0,,1467.966,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,3,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 확산형
14357,2,첫방문,여행 편의성,혼자형,1,서울 심층형,200.0,6.0,"역사, 전통, 자연",가성비 및 접근성,11,1,9,,2.0,,,,,,,,,,,,1200.0,1.0,,,,,,,,,,,,,,,,,11516,,,,,5,15.0,1.0,1.0,,3.0,,5.0,,,,,,,,,,15.0,,,,,,서울 집중형
14360,2,첫방문,여행 편의성,혼자형,1,서울 단기형,243.533333333333,3.0,도시 소비형,K-컬처형,1,2,9,1.0,,,,,,,,,,,,,730.6,1.0,,,,,,,,,,,,,,,,,11528,,,,,2,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
14364,5,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,220.1949,5.0,도시 소비형,가성비 및 접근성,7,2,9,1.0,2.0,,,,,7.0,,,,,,,1100.9745,1.0,,,,,,,,,,,,,,,,,42001,,,,,2,4.0,,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14365,2,첫방문,여행 편의성,직장형,1,서울 단기형,264.23388,5.0,도시 소비형,가성비 및 접근성,7,2,9,1.0,2.0,,,,,7.0,,,,,,,1321.1694,1.0,,,,,,,,,,,,,,,,,41001,,,,,2,4.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14367,2,재방문,여행 편의성,친구형,2,서울 심층형,252.274285714286,7.0,도시 소비형,가성비 및 접근성,15,2,9,,2.0,,4.0,5.0,,,,,,,,,1765.92,1.0,,,,,,,,,,,,13.0,,,,,11522,11002.0,,,,9,1.0,5.0,1.0,2.0,3.0,,5.0,6.0,,,9.0,,11.0,,,,,,,,,,서울 확산형
14368,5,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,278.91354,5.0,도시 소비형,경험 및 관계,7,2,9,1.0,2.0,,,,,7.0,,,,,,,1394.5677,1.0,,,,,,,,,,,,,,,,,41001,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14369,5,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,412.8654375,4.0,도시 소비형,경험 및 관계,7,1,9,,2.0,,,,,7.0,,,,,,,1651.46175,1.0,,,,,,,,,,,,,,,,,11021,,,,,2,3.0,5.0,,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,서울 집중형
14371,4,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,321.1175625,4.0,도시 소비형,경험 및 관계,7,2,9,,2.0,,,,,7.0,,,,,,,1284.47025,1.0,,,,,,,,,,,,,,,,,41001,,,,,2,3.0,4.0,,2.0,3.0,4.0,,,,,,,,,,,,,,,,,서울 집중형
14374,4,첫방문,안전 및 퀄리티,직장형,1,서울 단기형,278.91354,5.0,도시 소비형,경험 및 관계,7,1,9,1.0,2.0,,,,,7.0,,,,,,,1394.5677,1.0,,,,,,,,,,,,,,,,,99999,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14375,4,재방문,안전 및 퀄리티,가족형,1,서울 단기형,1687.5,5.0,도시 소비형,가성비 및 접근성,10,2,9,1.0,,3.0,,5.0,6.0,7.0,,,,,,,9961.77,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14376,2,첫방문,안전 및 퀄리티,친구형,1,서울 심층형,236.0,6.0,경험형,K-컬처형,9,2,9,1.0,,3.0,4.0,,,,,,,,,,1416.0,1.0,,,,,,,,,,,,,,,,,11030,,,,,8,1.0,9.0,1.0,2.0,3.0,,5.0,6.0,,8.0,9.0,,,,,,,,,,,,서울 집중형
14377,2,재방문,안전 및 퀄리티,친구형,1,서울 심층형,123.546666666667,7.0,경험형,K-컬처형,8,2,9,1.0,,,,,,,,,,11.0,12.0,,864.826666666666,1.0,,,,,,,,,,,,,,,,,11002,,,,,8,2.0,,,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
14378,4,첫방문,여행 편의성,직장형,1,서울 단기형,418.37031,5.0,도시 소비형,가성비 및 접근성,7,1,9,1.0,,,,,,7.0,,,,,,,2091.85155,1.0,,,,,,,,,,,,,,,,,11021,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14380,2,첫방문,여행 편의성,직장형,1,서울 단기형,322.95252,5.0,도시 소비형,가성비 및 접근성,7,2,9,1.0,2.0,,,,,7.0,,,,,,,1614.7626,1.0,,,,,,,,,,,,,,,,,11021,,,,,4,3.0,2.0,,2.0,3.0,4.0,,,,,,,,,,,,,,,,,서울 집중형
14391,3,첫방문,여행 편의성,가족형,2,서울 심층형,316.371428571429,7.0,"역사, 전통, 자연",경험 및 관계,12,2,9,1.0,,3.0,,,,,,,,,,,2214.6,1.0,2.0,,,,,,,,,,,,,,,,11001,,,,,5,2.0,3.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,,,,,,,,,서울 확산형
14392,2,첫방문,가성비,친구형,1,서울 단기형,215.333333333333,3.0,경험형,K-컬처형,2,2,9,1.0,2.0,3.0,,5.0,,,,9.0,,,,,646.0,1.0,,,,,,,,,,,,,,,,,11522,,,,,9,8.0,2.0,1.0,2.0,3.0,,,,,8.0,9.0,,,,,,,,,,,,서울 집중형
14396,6,재방문,가성비,가족형,1,서울 단기형,256.133333333333,3.0,경험형,경험 및 관계,2,1,9,,,3.0,,,,,,,,,,,768.4,1.0,,,,,,,,,,,,,,,,,11071,,,,,11,1.0,3.0,1.0,2.0,3.0,,,,,,,,11.0,,,,,,,,,,서울 집중형
14399,6,재방문,가성비,친구형,1,서울 단기형,1122.0,2.0,도시 소비형,K-컬처형,2,2,9,1.0,,3.0,,,,,,,,,,,2244.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,13,2.0,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,,서울 집중형
14401,3,첫방문,가성비,친구형,1,서울 단기형,384.2,2.0,도시 소비형,K-컬처형,2,2,9,1.0,2.0,,4.0,5.0,,,,,,,,,768.4,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,5.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
14402,2,첫방문,가성비,혼자형,1,서울 심층형,366.636363636364,11.0,경험형,경험 및 관계,12,1,9,1.0,,3.0,,,,,,,,,,,4033.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,5.0,6.0,,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 집중형
14404,2,첫방문,가성비,친구형,1,서울 단기형,459.0,2.0,경험형,K-컬처형,2,2,9,1.0,2.0,3.0,,,,,,9.0,,,,,918.0,1.0,,,,,,,,,,,,,,,,,11528,,,,,1,8.0,2.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
14405,3,재방문,여행 편의성,혼자형,1,서울 단기형,353.75,4.0,"역사, 전통, 자연",경험 및 관계,11,1,9,,,,,,,,,,,,,,1415.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,3.0,1.0,1.0,,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 집중형
14406,3,재방문,여행 편의성,혼자형,1,서울 심층형,347.035,15.0,특수 목적,가성비 및 접근성,1,1,9,1.0,2.0,3.0,4.0,5.0,,,,9.0,,,,,5205.525,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14407,3,첫방문,안전 및 퀄리티,가족형,1,서울 심층형,300.0,7.0,"역사, 전통, 자연",경험 및 관계,11,2,9,1.0,2.0,,,5.0,,,,,,11.0,,,2100.0,1.0,,,,,,,,,,,,,,,,,11513,,,,,6,2.0,1.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
14408,2,첫방문,여행 편의성,친구형,1,서울 심층형,382.142857142857,7.0,"역사, 전통, 자연",K-컬처형,11,2,9,1.0,,3.0,,5.0,,,,,,,,,2675.0,1.0,,,,,,,,,,,,,,,,,11002,,,,,3,2.0,7.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 집중형
14409,2,첫방문,여행 편의성,복합형(가족+친구),1,서울 심층형,228.571428571429,7.0,"역사, 전통, 자연",K-컬처형,11,1,9,1.0,,3.0,4.0,,,,,,,11.0,,,1600.0,1.0,,,,,,,,,,,,,,,,,11910,,,,,5,6.0,2.0,1.0,2.0,3.0,,5.0,6.0,,,,,,,,,,,,,,,서울 집중형
14410,2,첫방문,여행 편의성,혼자형,1,서울 심층형,417.5,6.0,경험형,가성비 및 접근성,11,2,9,1.0,,3.0,,,,,,,,,,,2505.0,1.0,,,,,,,,,,,,,,,,,11012,,,,,6,5.0,2.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 집중형
14414,2,첫방문,안전 및 퀄리티,혼자형,1,서울 단기형,226.166025,4.0,"역사, 전통, 자연",K-컬처형,18,1,9,,2.0,3.0,4.0,,,,,,,,,,904.6641,1.0,,,,,,,,,,,,,,,,,26006,,,,,5,1.0,11.0,1.0,2.0,,,5.0,,,,,,11.0,,,,,,,,,,서울 집중형
14416,6,재방문,가성비,친구형,1,서울 단기형,353.6,3.0,도시 소비형,K-컬처형,2,2,9,,2.0,,,,,,,,,,,,1060.8,1.0,,,,,,,,,,,,,,,,,11014,,,,,2,5.0,3.0,1.0,2.0,3.0,,5.0,,,,,,,,,,,,,,,,서울 집중형
14417,5,재방문,가성비,가족형,2,서울 단기형,291.04,5.0,경험형,경험 및 관계,2,2,9,1.0,2.0,3.0,,,,,,,,,,,1455.2,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,2,1.0,8.0,1.0,2.0,3.0,,,,,8.0,,,,,,,,,,,,,서울 확산형
14418,3,재방문,가성비,친구형,1,서울 단기형,334.333333333333,3.0,도시 소비형,K-컬처형,2,2,9,1.0,2.0,3.0,,,,,,,,,,,1003.0,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14419,2,첫방문,가성비,가족형,1,서울 단기형,166.222222222222,3.0,도시 소비형,K-컬처형,2,2,9,1.0,2.0,,,,,,,,,,,,498.666666666667,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14420,4,재방문,가성비,친구형,1,서울 단기형,296.933333333333,3.0,경험형,K-컬처형,2,2,9,,2.0,,,5.0,,,,,,,,,890.8,1.0,,,,,,,,,,,,,,,,,11529,,,,,9,2.0,1.0,1.0,2.0,,,,,,,9.0,,,,,,,,,,,,서울 집중형
14421,4,재방문,안전 및 퀄리티,혼자형,1,서울 단기형,289.0,4.0,도시 소비형,K-컬처형,2,2,9,,2.0,,,,,,,,,,,13.0,1156.0,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14422,2,재방문,가성비,친구형,1,서울 심층형,84.7733333333333,30.0,도시 소비형,K-컬처형,2,2,9,,2.0,3.0,,,,,,,,,,,2543.2,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,4.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14423,5,재방문,여행 편의성,혼자형,1,서울 심층형,173.434,6.0,도시 소비형,K-컬처형,2,1,9,,,3.0,4.0,,,,,,,,,,1040.604,1.0,,,,,,,,,,,,,,,,,11063,,,,,1,2.0,20.0,1.0,2.0,,,,,,,,,,,,,,,,,,20.0,서울 집중형
14424,3,재방문,여행 편의성,친구형,1,서울 단기형,348.613333333333,3.0,도시 소비형,가성비 및 접근성,2,2,9,1.0,2.0,3.0,,,,,,,,,,,1045.84,1.0,,,,,,,,,,,,,,,,,11523,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14425,3,재방문,가성비,친구형,1,서울 단기형,296.933333333333,3.0,도시 소비형,가성비 및 접근성,2,2,9,1.0,2.0,,,,6.0,,,,,,,,890.8,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14426,2,재방문,여행 편의성,친구형,1,서울 단기형,249.9,2.0,도시 소비형,K-컬처형,2,2,9,,2.0,3.0,,5.0,,,,,,,,,499.8,1.0,,,,,,,,,,,,,,,,,11001,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14428,3,재방문,여행 편의성,친구형,1,서울 단기형,280.16,3.0,도시 소비형,K-컬처형,2,2,9,1.0,2.0,3.0,,,,,,,,,,,840.48,1.0,,,,,,,,,,,,,,,,,11071,,,,,2,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
14429,4,재방문,가성비,가족형,1,서울 단기형,299.2,3.0,도시 소비형,가성비 및 접근성,2,1,9,1.0,2.0,3.0,,,,,,,,,,,897.6,1.0,,,,,,,,,,,,,,,,,11080,,,,,1,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,서울 집중형
14430,4,재방문,가성비,친구형,1,서울 단기형,606.9,4.0,도시 소비형,가성비 및 접근성,2,1,9,,2.0,3.0,,,,,,,,,,,2427.6,1.0,,,,,,,,,,,,,,,,,11003,,,,,1,2.0,11.0,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,서울 집중형
14432,2,첫방문,여행 편의성,친구형,3,서울 단기형,216.0,5.0,도시 소비형,K-컬처형,7,2,10,,2.0,,4.0,,,7.0,,,10.0,,,,1080.0,1.0,2.0,,4.0,,,,,,,,,,,,,,41001,,,,,6,10.0,12.0,1.0,2.0,,,5.0,6.0,,,,10.0,,12.0,,,,,,,,,서울 확산형
14433,3,재방문,여행 편의성,가족형,1,서울 단기형,346.95,5.0,"역사, 전통, 자연",경험 및 관계,10,2,10,,2.0,,,,,,,,,,,,1734.75,1.0,,,,,,,,,,,,,,,,,11079,,,,,1,2.0,5.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
14434,2,첫방문,여행 편의성,혼자형,1,서울 단기형,132.42,5.0,"역사, 전통, 자연",경험 및 관계,12,2,10,1.0,,3.0,,,6.0,,,,,,,,662.1,1.0,,,,,,,,,,,,,,,,,11001,,,,,8,5.0,,1.0,2.0,3.0,,5.0,,,8.0,,,,,,,,,,,,,서울 집중형
14435,2,첫방문,안전 및 퀄리티,가족형,1,서울 단기형,287.5966,5.0,"역사, 전통, 자연",경험 및 관계,8,2,10,1.0,,3.0,,,6.0,,,,,11.0,,,1437.983,1.0,,,,,,,,,,,,,,,,,11012,,,,,5,3.0,6.0,1.0,2.0,3.0,,5.0,6.0,,8.0,,,,12.0,,,,,,,,,서울 집중형
14436,4,첫방문,여행 편의성,기타형,1,서울 단기형,334.9766,5.0,특수 목적,경험 및 관계,8,2,10,,,,,,6.0,,,,,,,,1674.883,1.0,,,,,,,,,,,,,,,,,11012,,,,,2,12.0,5.0,1.0,2.0,3.0,,5.0,6.0,,,,,,12.0,,,,,,,,,서울 집중형
14438,3,첫방문,여행 편의성,가족형,1,서울 단기형,270.066,5.0,특수 목적,K-컬처형,8,2,10,,2.0,3.0,4.0,5.0,,7.0,,,10.0,,,,1350.33,1.0,,,,,,,,,,,,,,,,,41001,,,,,19,6.0,12.0,1.0,2.0,3.0,,5.0,6.0,,8.0,,,,12.0,,,,,,,19.0,,서울 집중형
14440,4,첫방문,여행 편의성,단체형,1,서울 단기형,312.708,5.0,경험형,가성비 및 접근성,8,1,10,1.0,2.0,3.0,,,6.0,,,,,,,,1563.54,1.0,,,,,,,,,,,,,,,,,11001,,,,,2,6.0,1.0,1.0,2.0,3.0,,5.0,6.0,7.0,,,10.0,,,13.0,,,,,,,,서울 집중형
14442,2,재방문,안전 및 퀄리티,가족형,2,서울 심층형,203.764285714286,7.0,경험형,경험 및 관계,10,2,10,1.0,,3.0,,,6.0,,,,10.0,,,,1426.35,1.0,2.0,,,,,,,,,,,,,,,,11515,,,,,5,12.0,11.0,1.0,2.0,,,5.0,,,,,,11.0,12.0,,,,,,,,,서울 확산형
14443,2,첫방문,여행 편의성,가족형,2,서울 심층형,322.222222222222,9.0,"역사, 전통, 자연",가성비 및 접근성,13,2,10,1.0,2.0,,,,,7.0,,,10.0,,,,2900.0,1.0,,3.0,,,,,,,,,,,,,,,11012,,,,,5,2.0,9.0,,2.0,3.0,,5.0,,,,9.0,,,,,,,,,,,,서울 확산형
14444,3,첫방문,여행 편의성,복합형(가족+친구),3,서울 심층형,285.714285714286,7.0,특수 목적,K-컬처형,13,1,10,,,,,,,7.0,,,,,,,2000.0,1.0,,3.0,,,,,,9.0,,,,,,,,,11012,,,,,2,1.0,5.0,1.0,2.0,3.0,,5.0,,,,,,,12.0,,,,,,,,,서울 확산형
14445,2,재방문,가성비,친구형,1,서울 단기형,265.2,3.0,도시 소비형,K-컬처형,2,2,10,1.0,2.0,3.0,,,6.0,,,,,,,,795.6,1.0,,,,,,,,,,,,,,,,,11002,,,,,8,2.0,1.0,1.0,2.0,,,,,,8.0,,,,,,,,,,,,,서울 집중형
14446,3,재방문,여행 편의성,친구형,1,서울 심층형,457.6,6.0,도시 소비형,K-컬처형,3,1,10,,,3.0,,,,,,,,,,,2745.6,1.0,,,,,,,,,,,,,,,,,11002,,,,,1,3.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,서울 집중형
14448,2,재방문,여행 편의성,가족형,1,서울 심층형,228.8,6.0,도시 소비형,가성비 및 접근성,3,2,10,1.0,2.0,3.0,,,,,,,,,,,1372.8,1.0,,,,,,,,,,,,,,,,,11071,,,,,2,1.0,5.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,서울 집중형
14450,3,재방문,여행 편의성,혼자형,1,서울 단기형,336.96,5.0,도시 소비형,K-컬처형,3,2,10,1.0,,3.0,4.0,,,,,,,,,,1684.8,1.0,,,,,,,,,,,,,,,,,11522,,,,,2,1.0,14.0,1.0,2.0,,,,,,,,,,,,14.0,,,,,,,서울 집중형
14451,2,재방문,가성비,혼자형,1,서울 단기형,686.4,4.0,도시 소비형,가성비 및 접근성,3,2,10,,2.0,3.0,,5.0,,,,9.0,,,,,2745.6,1.0,,,,,,,,,,,,,,,,,11002,,,,,2,13.0,1.0,1.0,2.0,3.0,,,,,,,,,,13.0,,,,,,,,서울 집중형
14454,2,재방문,여행 편의성,친구형,2,서울 심층형,110.35,22.0,도시 소비형,경험 및 관계,18,2,10,1.0,,,4.0,5.0,6.0,,,,,11.0,,,2427.7,1.0,,,,,,,,,,,,13.0,,,,,26006,,,,,1,3.0,5.0,1.0,2.0,3.0,,5.0,,7.0,,,,,,13.0,,,,,,,,서울 확산형
14455,2,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,220.7,7.0,"역사, 전통, 자연",경험 및 관계,18,2,10,,,,,,,,,,10.0,,,,1544.9,1.0,2.0,,,,,,,,,,,,,,,,41003,,,,,5,3.0,6.0,,,3.0,,5.0,6.0,,,,,,,,,,,,,,,서울 확산형
14457,4,재방문,여행 편의성,혼자형,1,서울 단기형,694.2,4.0,도시 소비형,경험 및 관계,3,2,10,1.0,2.0,3.0,,,,,,,,,,,2776.8,1.0,,,,,,,,,,,,,,,,,11005,,,,,2,1.0,3.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,서울 집중형
14459,5,재방문,여행 편의성,친구형,1,서울 단기형,1029.6,5.0,도시 소비형,K-컬처형,3,2,10,1.0,,3.0,4.0,,6.0,,,,,,,,5148.0,1.0,,,,,,,,,,,,,,,,,11030,,,,,3,1.0,2.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,서울 집중형
14460,3,첫방문,안전 및 퀄리티,가족형,2,서울 심층형,309.828846153846,13.0,"역사, 전통, 자연",경험 및 관계,18,2,10,,2.0,3.0,4.0,,,,,,,,,,4027.775,1.0,,,,,,,,,,,,13.0,,,,,11001,,,,,11,5.0,2.0,1.0,2.0,3.0,,5.0,,7.0,,,,11.0,,,,,,,,,,서울 확산형
14461,5,첫방문,안전 및 퀄리티,가족형,5,서울 심층형,242.77,10.0,"역사, 전통, 자연",경험 및 관계,19,2,10,,2.0,,,5.0,,,,,,,,,2427.7,1.0,,,,,,,8.0,,10.0,11.0,,13.0,,,,,26500,11500.0,,,,7,5.0,2.0,1.0,2.0,,,5.0,6.0,7.0,,,,,,,,,,,,,,서울 확산형
14463,3,재방문,여행 편의성,친구형,1,서울 단기형,280.8,5.0,도시 소비형,경험 및 관계,3,2,10,1.0,,3.0,,,,,,,,,,,1404.0,1.0,,,,,,,,,,,,,,,,,11001,,,,,4,1.0,2.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,서울 집중형
14464,3,첫방문,안전 및 퀄리티,혼자형,5,서울 심층형,175.556818181818,22.0,특수 목적,경험 및 관계,18,2,10,1.0,,3.0,,,6.0,,,,,,,13.0,3862.25,1.0,,,4.0,,,,,,10.0,,,13.0,,,,17.0,42502,,,,,3,6.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,10.0,,,,,,,,,,,서울 확산형
